source_pdf,transliteration,translation
AKT 8 2015.pdf,a-na  I-dí-Sú-in  ra-dí  ú-nu-tim !a,"he sent under his seal to Iddin-Suen, the"
AKT 8 2015.pdf,[Hi-na-a  ik-nu-uk-/ma,[ transporter of Hinn&ya.
AKT 8 2015.pdf,ú-!é-bi4-il5 3 GÍN KÙ.B. a-ha-ma !a i!-,Separately 3 shekels of silver of the tithe
AKT 8 2015.pdf,* ma-na 5 GÍN  KÙ.B.,"“24 minas 25 shekels of silver,"
AKT 8 2015.pdf,ù  ( ma-na 3 GÍN KÙ./GI,with 33 shekels of gold
AKT 8 2015.pdf,i-na  pá-ni  né-pí-!í-im,"placed at the top of the packet,"
AKT 8 2015.pdf,na-dí : ku-nu-ki-a,"under my seals,"
AKT 8 2015.pdf,'u-Ku-bu-um  DUMU 'u-Sú-in,"%u-K!bum, son of %u-Suen, is"
AKT 8 2015.pdf,na-á!-a-kum :  KI  a-li-ki-im,on his way to you. Entrust it
AKT 8 2015.pdf,pá-ni-im-ma  a-na,to an affiliated trader so that
AKT 8 2015.pdf,DUMU um-me-a-nim (erasure),one may bring it with the next
AKT 8 2015.pdf,pí-qí-id-ma  a-na  $é-er,caravan to my investors and
AKT 8 2015.pdf,!a ki-ma  i-a-tí   a-na  a-limki,to the City.
AKT 8 2015.pdf,lu-ub-lu  15 GÍN  KÙ.B.,15 shekels of silver
AKT 8 2015.pdf,a-na I-li-a  2 * ma-na,"for Iliya, 2* minas"
AKT 8 2015.pdf,a-na  En-um-A-!ur,"for Ennam-A""""ur,"
AKT 8 2015.pdf,*  ma-na a-na *[D]a-dí-a,* mina for Dadiya
AKT 8 2015.pdf,l.e. [                                á!]-qúl,[for/to  ...............I] paid
AKT 8 2015.pdf,rev. a-x [            i-na hu-ur-!]í-a-nim*,"[that?] are under seal in a hur!i""nu-"
AKT 8 2015.pdf,ú   En-nam-A-!ur,"and Ennam-A""""ur."
AKT 8 2015.pdf,°!é¿-bi-il5-!u-nu  5 ma-na,5 minas (of silver) under my seal
AKT 8 2015.pdf,ub-lá-kum :  !a 'a-lim-a-/hi-im    [ /tim,"brought you, satisfy with that"
AKT 8 2015.pdf,KÙ.B.  !a-bi-ma,silver the claim of %alim-ahum
AKT 8 2015.pdf,!í-tí  KÙ.B.  i!-tí-kà,and keep the rest with you.
AKT 8 2015.pdf,li-ib-!í  !u-ma  TÚG.HI.A-tí,If there is a possibility
AKT 8 2015.pdf,!í-tap-ku-um  i-ba-!í,to invest textiles
AKT 8 2015.pdf,ú-ul   KÙ.B. !í-tap-kum,"or to invest silver,"
AKT 8 2015.pdf,i-ba-!í  %À.BA qá-tí,deposit my share by taking it from
AKT 8 2015.pdf,i-ta-<dí>-a  : !u-ma,(this shipment). Should
AKT 8 2015.pdf,ha-ra-kà  a-na  Bu-ru-u!-/ha-tim,"your trip to Buru""hattum,"
AKT 8 2015.pdf,u.e. $ú-ha-ru-um  i!-tí-kà-ma,"then let the boy go with you,"
AKT 8 2015.pdf,le.e. lá  té-zi-ib-!u  A-mur-A-!ur  DUMU,"him behind.  Seize Amur-A""""ur, son of"
AKT 8 2015.pdf,$a-ba-at-ma   KÙ.B.  (4 signs erased),and make <him> pay the silver.”
AKT 8 2015.pdf,E-lá-ma  ú  A-!ur-$ú-lu-[li],"Elamma and A""""ur-(ul!l$:"
AKT 8 2015.pdf,qi-bi-ma  3  né-pí-!u-ú  KÙ./B.,"“3 packets with silver,"
AKT 8 2015.pdf,ma-na  !u-qú-ul-ta-!u-nu,"weighing 40 minas,"
AKT 8 2015.pdf,ù  2 ma-na  GU%KIN,and 2 minas of gold – it is in a
AKT 8 2015.pdf,i-hu-ur-!í-a-ni,h. container that has been
AKT 8 2015.pdf,!a a-na i-lim : e-ru-ba-at-ni / *na-°dí-i¿,placed inside the bag -
AKT 8 2015.pdf,ku-nu-ki-a : A-!ur-DÙG DUMU A-!ur-/,"A""""ur-1&b, son of A""""ur-karwa, is bringing"
AKT 8 2015.pdf,A-!ur-DÙG li-ip-qí-da-ku-nu-tí-/ma,it to you under my seal
AKT 8 2015.pdf,i-lúm !a hu-ur-!í-a-num,"and the bag in which the hur!i""num"
AKT 8 2015.pdf,l.e. i-na ku-nu-ki-[a?],remain in Elamma’s house
AKT 8 2015.pdf,É  E-*[lá]-m[a li]-bi4-!í,under [my] seal.
AKT 8 2015.pdf,rev. 1(  DUG a-lá-ni  *°x (x) x¿,1'  jar of acorns .........
AKT 8 2015.pdf,DUG ra-bi-tim,"of a big jar, with"
AKT 8 2015.pdf,ù  22 ma-na URUDU SIG5,"22 minas of refined copper,"
AKT 8 2015.pdf,i-li-bi   a-lá-ni  na-dí-/i,"put there between the acorns,"
AKT 8 2015.pdf,[n]a-á!-a-ku-um : DUG a-ha-ma,under my seal.  Separately a jar with
AKT 8 2015.pdf,a-lá-ni  ku-nu-ki  'a-ak-tù-nu-a,acorns with the seals of  %aktunua
AKT 8 2015.pdf,na-á!-a-ku-um : a-lá-ni,he is bringing you. The acorns he
AKT 8 2015.pdf,ku-nu-ki-a  li-ip-qí-du-ni-/ku-m[a],must entrust to you under my seal
AKT 8 2015.pdf,i-na  ku-nu-ki-a,and they must remain
AKT 8 2015.pdf,li-bi-!í  !u-ma (erasure),under my seal. Should the
AKT 8 2015.pdf,ELLAT-tám* e-ta-ar-ba-a-/am,"caravan have already arrived ,"
AKT 8 2015.pdf,u.e. °x  x x x *l]i?-li-kà-nim,the ............. must come here.
AKT 8 2015.pdf,°a-n]a-kam  i!?-tí *kà-ri-im¿,Here I have reached an agreement
AKT 8 2015.pdf,na-am-gu5-ra-ku  !u-ma,with the colony. If the textiles
AKT 8 2015.pdf,ù  °!u-m¿[a? lá-ma] sú-<ku>-ur-/tim,and if they arrive [before] the
AKT 8 2015.pdf,e-ru-bu-nim  *[x x x] x,suspension of traffic .........”
AKT 8 2015.pdf,"273:11ff., packets with silver ana illim i!kun&!unuma u S. iknuk). The final na-dí-i written",between the ends of l. 7 and 8 is difficult; one expects nad’& with the packets of silver and gold
AKT 8 2015.pdf,"caravan of him and A""""ur-imitt$).",15-16. In l. 15 DUG = karputum is a measure of capacity of ca. 30 litres; the “big jar” in l. 16 is
AKT 8 2015.pdf,KÙ.B.  !a  tù-!é-bi4-lá-ni,“The silver you sent me
AKT 8 2015.pdf,ù  #up-pè-kà  a-na  ma-lá,and your tablets I have now sent
AKT 8 2015.pdf,té-er-tí-°kà¿ a-na  A-limki,to the City following your
AKT 8 2015.pdf,u!-té-bi4-il5  a-!u-mì  *K[Ù.B.],instruction. As for the silver
AKT 8 2015.pdf,!a  É  kà-ri-im  !a  °a¿-[na],of the colonial office that
AKT 8 2015.pdf,Lá-qé-pì-im  tù-!é-bi4-l[u],"you sent for L&-q#pum,"
AKT 8 2015.pdf,KÙ.B.  a-na  Lá-li-im  a-[dí-i]n?,I gave that silver to Lalum.
AKT 8 2015.pdf,a-$é-er  KÙ.B.  ù  5  TÚG  ![a],In additon to that silver and the 5
AKT 8 2015.pdf,[a]*-°dì¿-ú-ma  i-na  KÙ.B-áp,"textiles that I deposited, silver has"
AKT 8 2015.pdf,[Lá-qé]-pì-im-ma  i-!í-qí-il5,been paid from L&-q#pum’s silver.
AKT 8 2015.pdf,[K]Ù.B.?-kà  a-na  Lá-qé-pì-im,Let your silver go to L&-q#pum
AKT 8 2015.pdf,[li?-l]i-ik-ma  i-na,"and then, when the silver is spent"
AKT 8 2015.pdf,[ga?]-ma-ar KÙ.B. !u-um-kà,we will register it in your name
AKT 8 2015.pdf,i-na  É  kà-ri-im,in the colonial office.
AKT 8 2015.pdf,lu  ni-il5-pu-ut  a-!u-mì,"As for the silver of Amur-I""tar,"
AKT 8 2015.pdf,KÙ.B. !a A-mur-I!tar !a a-na Lá-qé-,which he owes to L&-q#pum
AKT 8 2015.pdf,ù  ku-a-tí  ha-bu-lu               [ pì-/im,"and to you,"
AKT 8 2015.pdf,té-er-tí  Lá-qé-pì-im  a-$é-er,"there came a message of L&-q#pum,"
AKT 8 2015.pdf,Lá-li-im  ù  ku-a-tí  i-li-kam-/ma,"addressed to Lalum and you, in which"
AKT 8 2015.pdf,[u]m-ma !u-ut-ma u4-me : $a-áb-ta-ma,he said: ‘Seize (him for) the days
AKT 8 2015.pdf,ma-°lá¿ e-tí-qú-ni  1  GÍN.TA,he is overdue and claim (an interest of)
AKT 8 2015.pdf,°a¿-ma-na-im  !í-sí-a-ma  KÙ.B.,1 shekel per mina and make him pay
AKT 8 2015.pdf,[ù  $]í-ba-sú  !a-á!-qí-lá-!u a-wa-t[ám],the silver and the interest on it’.
AKT 8 2015.pdf,[a?]-!u-mì  ni-a-tí mì-li-ik,In his matter you must decide on behalf
AKT 8 2015.pdf,[KÙ].B-pì-kà  mì-li-ik  TÚG.HI.A,of us what to do with your silver.
AKT 8 2015.pdf,[ma]-lá  Be-lúm-ba-ni e-zi-ba-ku-ni,Sell all the textiles that B#lum-b&ni
AKT 8 2015.pdf,[ba]-tí-iq  ù  wa-tù-ur,"left behind for you at any price,"
AKT 8 2015.pdf,lá  i-na-dí-ú  KÙ.B.,not be stocked; the silver ....”
AKT 8 2015.pdf,both cases 1 GÍN.TA is the interest due per mina.,"25. The accusative aw""tam is difficult, also syntactically and the translation is just an attempt."
AKT 8 2015.pdf,a-na  ma-lá  #up-pí-im  !a  a-limki,“Compared with the tablet from the City
AKT 8 2015.pdf,[1 k]u-ta-nu-um ba-tí-iq um-ma  Ú-zu-a-ma,"1 kut""num is missing. Uzua said:"
AKT 8 2015.pdf,[TÚ]G.HI.A i-na a-limki ú-lá  im-nu-ú-nim,‘They did not count the textiles in the City.
AKT 8 2015.pdf,[n]a-ru-qá-tim  ip-qí-du-nim,they (simply) entrusted the bags to me’.
AKT 8 2015.pdf,[1 TÚ]G  i-na  ni-is-ha-tim  il5-qé-ú,They took 1 textile when levying the
AKT 8 2015.pdf,2! TÚG.HI.A  i-na  e-kál-lim,"import tax, 2 textiles got lost in the palace"
AKT 8 2015.pdf,i-na  sá-i-tí-kà  ih-li-qú-ma,from/at the time of your .......... and
AKT 8 2015.pdf,i-na-pá-al : a-ma-kam  $a-ba-sú-ma,will compensate. Seize him there and
AKT 8 2015.pdf,ku-ta-nam  li-dí-na-kum,"let him give you the kut""nu-textile."
AKT 8 2015.pdf,TÚG  a-na  É  kà-ri-im  a-qá-tí-kà,I deposited a textile in the colonial office
AKT 8 2015.pdf,a-dí  1  TÚG  Lá-ma-sà-tum  tal-qé,"as your share, 1 textile Lamassutum took."
AKT 8 2015.pdf,TÚG-tí-!u  kà-$a-ru-um  il5-qé,"The harnesser took his 2 textiles,"
AKT 8 2015.pdf,ku-ta-ni  Be-lúm-ba-ni,31 textiles B#lum-b&ni brought you.
AKT 8 2015.pdf,l.e. ub-la-kum i-na  25  TÚG  !u-ru-tim,Of the 25 dark textiles they took
AKT 8 2015.pdf,rev. 3 TÚG  a-na  ni-is-ha-tim,"3 textiles as import-tax,"
AKT 8 2015.pdf,il5-qé-ú : 1 TÚG  Lá-ma-sà-tum  tal-qé,"Lamassutum took 1 textile,"
AKT 8 2015.pdf,TÚG  !u-ru-tim  e-zi-ib  !a li-wi-/tim,"21 dark textiles, apart those for wrapping,"
AKT 8 2015.pdf,Be-lúm-ba-ni ub-la-kum,B#lum-b&ni brought you. Why did
AKT 8 2015.pdf,mì-!u !a i-na  TÚG.HI.A 2 TÚG tal-qé-ú,you take 2 pieces of the textiles?
AKT 8 2015.pdf,!í-im-!u-nu : a-na  Be-lúm-ba-ni  dí-in,Give their price to B#lum-b&ni.
AKT 8 2015.pdf,i!-tù  AN.NA-ak  qá-tí-!u,After Uzua’s tin for expenses
AKT 8 2015.pdf,!a Ú-zu-a : ga-am-ru : 17 ma-na / AN.NA,had been spent they took 17 minas
AKT 8 2015.pdf,i-na  ha-ra-nim  il5-qé-ú,of tin during the journey.
AKT 8 2015.pdf,( ma-na KÙ  bé-ú-lá-tù-!u * ma-na,"His working capital was ' mina of silver,"
AKT 8 2015.pdf,a-pá-ni-!u  ú-!é-bi4-il5 AN%E,I sent * mina to him en route. A donkey
AKT 8 2015.pdf,i-ha-ra-nim  i-mu-ut-ma,died during the journey and they
AKT 8 2015.pdf,ma-na  AN.NA  ú-ma-li-ú-!u-um,compensated him 1 mina of tin.
AKT 8 2015.pdf,ù  *  ma-na AN.NA a-pu-ul-!u-um,and I balanced him * mina of tin. The
AKT 8 2015.pdf,*5? ma-na.TA °da¿-tum   ik-!u-dam,"road-tax amounted to 5 minas per (talent),"
AKT 8 2015.pdf,[x GÍ]N.TA  °qá-qá¿-da-tum,the head-tax to [x] shekels per (person).
AKT 8 2015.pdf,[x m]a-na 5 GÍN.TA  ú-ku-ul-tám,The food cost [x] minas 5 shekels per (per-
AKT 8 2015.pdf,[i!]-ku-nam  8* ma-na 7 GÍN KÙ,"son/donkey), 8 minas 27 shekels of silver"
AKT 8 2015.pdf,[pá?]-ni-um  3)  ma-<na> 5 GÍN KÙ,"the first? (shipment?), 3 minas 45 shekels of"
AKT 8 2015.pdf,[!]a Lá-lu-um  i-dí-ú,silver is what Lalum deposited.
AKT 8 2015.pdf,[x+]1 TÚG ku-ta-nu  4  TÚG !u-ru-tum,"2 (or: 11?) kut""nu-textiles, 4 dark textiles"
AKT 8 2015.pdf,l.e [x  x  x  x-m]u? 1  TÚG ku-ta-nam!(NIM),"[ ..................]; (for) 1 kut""nu-textile"
AKT 8 2015.pdf,[!a a-qá-tí]-kà  a-dí-ú,that I deposited as your share (and)
AKT 8 2015.pdf,[1 ku-ta-na]-am !a  a-na-ku  °a-dí-ú¿,"[1 kut""]nu-textile that I myself  deposited,"
AKT 8 2015.pdf,[x x x x +]3( GÍN KÙ  °DAM¿.GÀR-ri-im,[ ............ x]+3' shekels of silver of the
AKT 8 2015.pdf,[i-na tup-pí]?-kà  lá-pì-it,trader are booked on your [tablet].”
AKT 8 2015.pdf,ù A-!ur-°ma?¿-[lik-ma],"and  A""""ur-m[&lik?]:"
AKT 8 2015.pdf,GÚ AN.NA [ku-nu-ki  !a],“4 talents of tin [with seals applied]
AKT 8 2015.pdf,a-limki  °ú¿  [x ku-ta-ni ELLAT]?,"in the City and [x kut""nu-textiles]?"
AKT 8 2015.pdf,La-qé-pí-im  [ub-lam],L&-q#pum’s [caravan brought here].
AKT 8 2015.pdf,%À.BA 17( m[a-na],Thereof: 17' minas of
AKT 8 2015.pdf,AN.NA  lá [ku-nu-ki? (ù)],tin without [seals (and)]
AKT 8 2015.pdf,ku-ta-nu °i-na],"5 kut""nu-textiles"
AKT 8 2015.pdf,É.GAL-lim  lá-qé-[ú],were taken in the palace.
AKT 8 2015.pdf,ki-ma  té-er-t[a-kà  lá-!u-ni?],"For lack of a written instruction of yours,"
AKT 8 2015.pdf,i-pì-kà a-na  *x / x x,on the basis of what
AKT 8 2015.pdf,um-ma a-ta-ma,you said to ...............:
AKT 8 2015.pdf,AN.NA i-$é-er,“Let him entrust the tin
AKT 8 2015.pdf,"[A]-°!ur-lá-ma-s¿[í] / DUMU A!-da-[.....], but was owned by A""""ur-m!tappil, the writer","of the letter, who figures with the same seal as witness and sealer in *312:2, where his"
AKT 8 2015.pdf,GÚ AN.NA ú $ú-ba-tí,“As for the 3 talents of tin and
AKT 8 2015.pdf,!a ta-dí-na-ni,the textiles you gave me with
AKT 8 2015.pdf,um-ma a-ta-ma 1 GÚ AN.NA,the instruction: ‘You and Ahu-waqar
AKT 8 2015.pdf,a-ta ù A-hu-qar,must take (each) 1 talent of tin’ -
AKT 8 2015.pdf,liq-a ki-ma  !é-pu-um,since the traffic
AKT 8 2015.pdf,Bu-ru-u!-ha-tim,I brought it to
AKT 8 2015.pdf,ú-bi-il5-ma,"to A""""ur-1&b, and"
AKT 8 2015.pdf,a-na A-!ùr-DÚG,the 3 talents of tin.
AKT 8 2015.pdf,a-dí-in TÚG.HI.A,The textiles
AKT 8 2015.pdf,a-na Úh-!u-!a-na,he brought back to
AKT 8 2015.pdf,i-!é-ep A-!ùr-DÙG,"of copper under A""""ur-1&b’s"
AKT 8 2015.pdf,ú  i-!é-pì-a  e-bu-kam,and my responsibility.”
AKT 8 2015.pdf,"intention to sell textiles of Elamma in Zimi""huna. Finally (lines 37-43) we read how I""tar-pilah,","“our little brother”, acquired gold that belongs to the tamk""rum."
AKT 8 2015.pdf,qí-bi4-ma  1  me-at  8  ku-ta-ni,"Elamma: “Of the 108 kut""nu-textiles,"
AKT 8 2015.pdf,qá-dum  !a  kà-$a-re  !a  a-na,"including those of the harnessers,"
AKT 8 2015.pdf,A-ku  ta-áp-qí-du  %À.BA,"which you entrusted to Aku,"
AKT 8 2015.pdf,ku-ta-ni  ub-lu-nim  um-ma,"they brought me 75 kut""nu-textiles."
AKT 8 2015.pdf,kà-$a-ru-ma  i-ba-a-ba-at,The harnesser declared: ‘In the outskirts of
AKT 8 2015.pdf,A-limki na-ru-qú-um  ma-a-tum,the City one large bag (with textiles)
AKT 8 2015.pdf,°ih¿-li-iq-ma  a-k[u]-a-tim,got lost’ and he reckoned it as yours.
AKT 8 2015.pdf,"u!-ta-ba ù  um-ma DUMU ,a-lá-mì-/im-ma",my donkeys and when /all&mum’s son said:
AKT 8 2015.pdf,a-na AN%E  !a  ut-ha-ra-am,"‘Look, the donkey that is provided with a"
AKT 8 2015.pdf,!a-ak-nu  !a  Hi-na-a !u-ut  AN%E,"mark belongs to Hinn&ya!’, he took"
AKT 8 2015.pdf,e-mu-qá-tám-ma  i-tù-ru,the donkey along by force and
AKT 8 2015.pdf,ù  pu-ùh-!u  AN%E  !a  i-dí-nu,the donkey he gave in its place is dead!
AKT 8 2015.pdf,me-et  TÚG.HI.A wa-at-ru-tim,As for the additional textiles that were
AKT 8 2015.pdf,!a  i-ni-is-ha-tim  i-li-qí-ú,"taken when the import-tax was levied,"
AKT 8 2015.pdf,l.e. !u-ma 16  GÍN.TA KÙ.B.,if they will take them along for 16 shekels
AKT 8 2015.pdf,i-ta-bu-lu  KÙ.B. le-pu-/lá-ku-[nu]-/tí,"of silver apiece, let him pay you that silver."
AKT 8 2015.pdf,!u-ma 16  GÍN.TA ba-tí-iq,If it is less than 16 shekels apiece
AKT 8 2015.pdf,rev. !a  ki-ma TÚG.HI-tí-a !a  i-ni-is-/ha-tim,take as many of my textiles as were
AKT 8 2015.pdf,i-li-qí-ú-ni  i-TÚG-ba-tí-/!u,taken at the levying of the import-tax
AKT 8 2015.pdf,li-qé-a-ma  !é-bi4-lá-/nim,from his textiles and send them to me.
AKT 8 2015.pdf,té-er-tí  a-$é-er  A-!ur-na-da,An instruction of mine went to
AKT 8 2015.pdf,ù  A-!ur-$ú-lu-li  i-li-ik,"A""""ur-n&d& and A""""ur-(ul!l$"
AKT 8 2015.pdf,ù  2  ku-ta-ni !a  hu-BA-°x¿-ri,"kus+tu-garment and 2 kut""nu’s of .........."
AKT 8 2015.pdf,qá-at-nu-tim ú  er-qú-tim,that are thin and yellowish. Send me
AKT 8 2015.pdf,!é-bi4-lam TÚG.HI.A !a á!-pu-ra-ku-ni,"(also) the textiles I wrote you about,"
AKT 8 2015.pdf,!é-bi4-lá-ma  'u-Bé-lam  lu-kà-li-/im-ma,so that I can show them to %u-B#lum(?)
AKT 8 2015.pdf,!í-im AN%E.HI.A ù !í-im,"and realize(?) the sale price of the donkeys,"
AKT 8 2015.pdf,TÚG.HI.A  !u-lu-up-ki-im ú  ku-sí-tim,the %ulupkian textiles and the kus+tu-
AKT 8 2015.pdf,TÚG.HI-tí-kà  !a  i-Zi-mì-i!-hu-na,"As for your textiles that are in Zimi""huna,"
AKT 8 2015.pdf,i-ba-!í-ú!-ni!  TÚG.HI.A  ma-lá,I will sell as many of them
AKT 8 2015.pdf,ta-da-nim  lá-dí-!u-ma  ú? (erasure),"as I can and, moreover, as for"
AKT 8 2015.pdf,u.e. a-na  I!tar-pì-lá-ah!,"I""tar-pilah, to whom 2 minas"
AKT 8 2015.pdf,ma-na  KÙ.GI  na-dí-in-/!um,"of gold have been given,"
AKT 8 2015.pdf,KÙ.B. 1  GÍN,every shekel of silver he carries belongs
AKT 8 2015.pdf,le.e !a DAM.GÀR na-!í  lá  a-hu-ni,"to the tamk""rum. Is he not our little"
AKT 8 2015.pdf,$a-ah-ru-um !u-ma té-er-tí lu !a A-lá-hi-/im,brother? If you have with you an order
AKT 8 2015.pdf,lu  !a *NI/IR?-%Í-x-x  na-á!-a-tí,of Ali-ahum or of  .............
AKT 8 2015.pdf,"A-ku is not attested elsewhere; ana Akuta apqidu is no option, since Elamma is addressed.","6. The normal meaning of ba’abtum, “outstanding claim”, does not make sense here, hence my"
AKT 8 2015.pdf,head-tax of a caravan starting in Assur and ending in Tegarama.,"10. $all""mum, “blacky”, must be a nickname. The name occurs also in AKT 4, 32:13-14, as"
AKT 8 2015.pdf,"i-tù-ru, must a perfect of tar""’um, “to take along”.","18. I take i-ta-BU-lu as itabbul&, a present tense of tab""lum, “to take away, appropriate”,"
AKT 8 2015.pdf,"ordered”. I""tar-pilah, who corresponds with Elamma (*93:2, cf. the bulla *365?), is known as a","transporter (r""di un&tim) in the service of Hinn&ya, *19:7, 40. Is he “our young brother / junior"
AKT 8 2015.pdf,"making purchases (l.13), to be shipped to him by A""""ur-m!tappil, and how a small part of it was",used to pay for a houseplot in Assur. They also mention a decision of the judges “to set Elamma
AKT 8 2015.pdf,ù  Da-dí-a  a-na  E-lá-ma,"and Dadiya, say to Elamma:"
AKT 8 2015.pdf,qí-bi-ma  a-ma-lá  té-er-tí-kà,“In accordance with your instruction
AKT 8 2015.pdf,ma-na  KÙ.B.  É  tám-kà-ri-im,we borrowed for you at interest 30 minas of
AKT 8 2015.pdf,a-na  $í-ib-tim  ni-il5-qé-a-ku-um,silver at a merchant’s office.
AKT 8 2015.pdf,a-$é-er  É  !a  ta-am-gu5-ru,We added half a !ubtum to the surface of
AKT 8 2015.pdf,mì-!a-al : !u-ub!-tí-im,the house plot about which you had reached
AKT 8 2015.pdf,nu-#á-hi-ma  3  ma-na  KÙ.B.,an agreement and we paid 3 minas of
AKT 8 2015.pdf,ni-i!-qú-ul  i-hi-id-ma,of silver. Realize well that
AKT 8 2015.pdf,l.e. KÙ.B.  a-na  $í-ib-tim,"the silver is interest bearing,"
AKT 8 2015.pdf,rev. i-lá-ak : KÙ.B.  !é-bi4-lá-am,so send the silver.
AKT 8 2015.pdf,!í-mu-um  !a-i-im,"The purchases have been made,"
AKT 8 2015.pdf,A-!ur-mu-ta-pì-il5 i-na,"we will send A""""ur-m!tappil off"
AKT 8 2015.pdf,pá-ni-ú-tim  ni-#á-ra-dá-am,to you with the next opportunity.
AKT 8 2015.pdf,da-a-nu  u4-me  %È.2.MU,The judges have set you a a term
AKT 8 2015.pdf,i!-ku-na-ku-um  u4-mu-ú,"of two years, don’t exceed"
AKT 8 2015.pdf,e  im-lu-ú-ma  i-na,that term lest they disavow you
AKT 8 2015.pdf,#up-pì-kà  e  ú-ki-!u-kà,on the basis of your tablet.
AKT 8 2015.pdf,i-hi-id  #up-pá-am !a  me-ra,Take care to send the tablet
AKT 8 2015.pdf,A-zu-a !é-bi4-lam,of the son of Azua.”
AKT 8 2015.pdf,"A""""ur-m!tappil occurs as transporter of merchandise also  in *34:27.","16f. We do not know which affair is meant. The verbal form is singular, but the subject looks"
AKT 8 2015.pdf,"+nah-il$ reports to Elamma and Kurub-I""tar on a caravan he is leading to them, consisting of","four donkey loads owned jointly by Elamma and Kurub-I""tar and one owned by Elamma alone."
AKT 8 2015.pdf,ù  Kur-ub-I!tar  qí-bi4-ma,"and Kurub-I""tar,"
AKT 8 2015.pdf,GÚ 20  ma-na AN.NA ku-nu-/ku,"“4 talents 20 minas of tin under seals,"
AKT 8 2015.pdf,qá-dum  !a  li-wi-/tim,"including those for wrapping,"
AKT 8 2015.pdf,LÁ ) ma-na,29* minas of
AKT 8 2015.pdf,AN.NA  qá-tim,loose tin -
AKT 8 2015.pdf,mì-ma  a-nim,all this I am
AKT 8 2015.pdf,LÁ * GÍN.<TA> AN.NA-ku-nu,Your tin was bought at a rate of
AKT 8 2015.pdf,!a-im  AN.NA-ku  wa-aq-/ru,13) (shekels) per (shekel silver). Tin is
AKT 8 2015.pdf,ma-na  KÙ.B.  a-pá-/ni-a,"expensive, send 2 minas of silver"
AKT 8 2015.pdf,me-at  60  ku-ta-nu,"“160 kut""nu-textiles,"
AKT 8 2015.pdf,a-ra-de8-a-kum,I aqm leading will lead to you;
AKT 8 2015.pdf,°!a¿  KÙ.B. 10 GÍN,small wares for a value of
AKT 8 2015.pdf,°!é¿-bi4-lá-nim,10 shekels of silver.
AKT 8 2015.pdf,GÚ 20 ma-na  AN.NA,“4 talent 20 minas of tin
AKT 8 2015.pdf,ku-nu-ki  1 me-at 21 TÚG,"under seals (and) 121 textiles,"
AKT 8 2015.pdf,mì-ma  a-ni-im,all this I am
AKT 8 2015.pdf,ù  Hi-na-a,"and Hinn&ya,"
AKT 8 2015.pdf,!u-qú-ul : 1 GÚ 5  ma-/na,"packet of  1 talent 5 minas,"
AKT 8 2015.pdf,i!-té-en  1 GÚ,"one of 1 talent,"
AKT 8 2015.pdf,%U.NIGIN2  2 GÚ 5 ma-na AN.NA,in all 2 talents 5 minas of tin
AKT 8 2015.pdf,[A]N.NA qá-tim,minas loose tin.
AKT 8 2015.pdf,[50]+12  ku-ta-nu,"[6]2 kut""nu-textiles,"
AKT 8 2015.pdf,[4] TÚG !u-ru-tum !a  li-wi-/tim,"[4] black textiles for wrapping,"
AKT 8 2015.pdf,[2]5  TÚG !u-ru-tum,"[2]5 dark textiles,"
AKT 8 2015.pdf,[%U.NIGIN2] 91 TÚG.HI.A,in all 91 textiles.
AKT 8 2015.pdf,[1] °ku¿-sí-tum : i-a-tum,one kus+tu-garment of myself
AKT 8 2015.pdf,°ù¿  !a-nu-um  !a  Ta-ah-/sí,and a kettle of Tahsi
AKT 8 2015.pdf,a-na  Lá-ma-sà-tim,for Lamassutum.
AKT 8 2015.pdf,°2¿ ku-ta-nu !a  bé-ú-lá-at,"2 kut""n& being the working capital"
AKT 8 2015.pdf,Ma-nu-ki-li-a  2  ku-ta-nu,"of Mannu-k$-iliya, 2 kut""nu’s being the"
AKT 8 2015.pdf,!a  bé-ú-lá-at  En-nam-A-/!ùr,"working capital of Ennam-A""""ur."
AKT 8 2015.pdf,mì-ma  a-nim  En-nam-A-!ùr,"All this Ennam-A""""ur,"
AKT 8 2015.pdf,DUMU  Dì-dì-a  i-ra-de8-a-[ku-nu-tí],son of Didiya is bringing [to youplur].
AKT 8 2015.pdf,GÚ 10 ma-na AN.NA ku-/nu-ku,"2 talents 10 minas of tin under seals,"
AKT 8 2015.pdf,4!(2) TÚG !u-ru-tum li-wi-tum,"4 dark textiles for wrapping,"
AKT 8 2015.pdf,TÚG ku-ta-nu 2 ma-na,"5 kut""nu-textiles, 2 minas of"
AKT 8 2015.pdf,AN.NA  qá-tim  1 AN%E,"loose tin, one black"
AKT 8 2015.pdf,[x+]60 ku-ta-nu 2* °ma-na x  GÍN¿,"[x+]60 kut""nu-textiles, 2* minas and"
AKT 8 2015.pdf,[  [AN.NA],[ x shekels of tin
AKT 8 2015.pdf,°a¿-na  qá-tí-!u  a-dí-[in                     ],I gave in his hand.
AKT 8 2015.pdf,[x ma-n]a URUDU 3 ku-ta-nu [        ],"[x] minas of copper, 3 kut""nu-textiles"
AKT 8 2015.pdf,[x x¿*-BA mì-ma  a-nim [                   ],"............., all this [PN is bringing you?].”"
AKT 8 2015.pdf,a-na E-lá-ma ù,Say to Elamma and
AKT 8 2015.pdf,GÚ 10 ma-na AN.NA,“2 talents 10 minas of tin
