id,akkadian,english
P237045,a - mat LUGAL a - na m d + AG — GÁL - ši DI - mu a . a - ši ŠÀ - ba - ka lu - u DÙG . GA - ka [ m x ] — ⸢ la * ⸣ - mur LÚ . EN — pi - ⸢ qit ⸣ - [ ti ] [ m x x — d ] ⸢ EN ⸣ a - na É - ⸢ šú * ⸣ - [ nu ] [ x x x ] ⸢ x ⸣ - tú i - tep - ⸢ šú * ⸣ [ x x x ] - ⸢ gi * ⸣ - ka [ x x ],The king's word to Nabû-ušabši : I am well ; you can be glad . [ ... ] - lamur the commiss [ ioner ] ( and ) [ ... ] - Bel have made a [ ... ] to the [ ir ] house Your [ ...... ]
P237105,a - mat LUGAL a - na LÚ . gam - bu - la - a . a LÚ . AB . BA - MEŠ u TUR - MEŠ DI - mu a . a - ši ŠÀ - ba - ku - nu lu - u DÙG . GA - ku - nu - ši ina UGU šá taq - ba * - a um - ma ul - tu UGU šá pa - ni - ni a - na pa - an LUGAL EN - ni ni - iš - ku - nu ul - tu URU . šá - la - ti ki - i ni - ig - la - a ina BÀD šá li - iḫ - bu - qu nit - ta - šab DINGIR šu - ú PI .2 * - ku - nu ki - i ba - la - ṭi - ku - nu ip - te - ti tal - ⸢ te * - a ⸣ ar * - da * - (erased MESZ?) É EN - MEŠ - ku - nu tub - te - eʾ - a ina GÌR .2- ía ta - aṣ - ṣab - ta ul - tu ŠÀ UD - mi a - ga - a am — mar šá ta - qab - ba - a a - šam - me ù šá te - re - šá ep - pa - áš a - nam - dak - ku - nu - ti ina UGU m ri - mu - tu šá taq - ba - a li - li - kám - ma IGI - ia li - mur lu - lab - bi - su ku - ba - di - šu lu - uš - kun ŠÀ - bu lu - uš - kun - šú ù ina UGU - ḫi - ku - nu lu - up - qid - su,"The king’s word to the Gambulians , young and old : I am well , you can be glad . Concerning what you said , “After we turned our faces towards the king , our lord , we have emigrated from the city of Sallat and settled in the Fortress of Lihbuqu” — God himself opened your ears for your life and you heard him ; you sought the servitude of the house of your lords ( and ) grasped my feet . From this day on I shall listen to everything that you say and do , and shall give you what you request . As to Remutu of whom you spoke , let him come and see my face ; I will dress him up , honour him , encourage him and appoint him over you ."
P237175,a - mat LUGAL a - na m d + AG — GÁL - ši DI - mu ia - a - ši ŠÀ - ba - ka lu - ú ṭa - ab - ka i - na UGU dib - bi šá m d + EN — GI šá taš - pur a - ki - i a - ga - a šup - ra - áš - šú um - ma ina UGU DUMU m d É . A — NUMUN — BA - šá u LÚ . AB . BA - MEŠ šá LÚ . É — m a - muk - a - ni šá taš - pur um - ma ba - ni šá te - pu - šú um - ma a - mat šá ina UGU É — EN - ka ṭa - ba - tu * ši - i te - tep - uš u um - ma ina UGU dib - bi MÍ . ḫu - um - bu - us - te šá taš - pu - ra um - ma ana - ku a - na UGU - ḫi - im - ma a - na É . GAL al - ta - par um - ma ERIM - MEŠ šá ana IGI LUGAL il - lak - u - ni um - ma LUGAL pur - su - šú - nu la i - par - ras a - di m d + EN — GI ana IGI LUGAL EN - ia il - la - kám - ma mil - ku šá ina UGU LUGAL EN - ía ṭa - a - bu a - na LUGAL i - ma - al - li - ku um - ma en - na a - lik - ma pa - ni šá LUGAL EN - ka ḫa - du - te a - mur u mil - ku šá ina UGU LUGAL ! EN - ka ṭa - a - bu me - lik - šú liš - me - ka (erasure) (erasure) (erased NAM? la lid?) ITI . GUD UD 25 * - KÁM lim - mu m d + EN — KASKAL — KUR - u - a,"The king's word to Nabû-ušabši : I am well ; you can be glad . Concerning the words of Bel-ušallim about which you wrote , write to him as follows : "" As to the son of Ea-zera-qiša and the elders of Bit-Amukani about whom you wrote , what you did is good ; you have done a thing that is good to the house of your lord ."" "" And regarding the matters of the Lady Humbustu , about which you wrote : ' I have written to the Palace about them ' — the king does not render the verdict of men who go to the king until Bel-ušallim comes into the presence of the king , my lord , and gives him a counsel that pleases the king , my lord ."" "" Now go and see the beaming face of the king , your lord , and give him a counsel that pleases the king your lord , and may he listen to you ."" Month of Iyyar ( II ) , 25th day , eponym year of Bel-Harran-šadu'a ( 650 ) ."
P237176,a - mat LUGAL a - na m d + EN — ib - ni DI - mu a . a - ši ŠÀ - ba - ka lu - u ṭa - ab - ka ina UGU šá taq - bu - ú um - ma i - na UGU É — pa - a - ṣi i - te - ru - ub ina GIŠ . MI - ⸢ ia ⸣ ta - ri - qí - iš la ta - pal - laḫ ù i - na UGU ŠEM . bi - dúr - ḫu ù UD . KA . BAR ša taš - pu - ra šu - bi - la a - na pa - ni - ia mì - ṣi u ma - ʾa - ad a - na - ku lu - mur,"The king's word to Bel-ibni : I am well ; you can be glad . As to what you said , "" He has entered the sand desert "" — you will evade him under my aegis , do not be afraid . And concerning the bdellium and the bronze about which you wrote , send it to me ; whether little or much , I want to see it ."
P237200,[ x ] a - [ na ] UGU - ⸢ šú ⸣ a - ⸢ pul UGU ? ⸣ ⸢ x ⸣ a - ni - ni šá la ERIM - MEŠ - i 0 * ka - a - šá ni - šá - aq - qí at - ti ḫum - ma - a di - nu it - ti 01- en ARAD - MEŠ - ía ⸢ ta ⸣ - dab - bu - ub ki - i ḫum - ma - a [ a - na ? šu ] - pal GÌR .2- ka šá - kin - ma ŠÀ - bu - ma [ x x x x ] - i - ka i - ba - áš - ši [ x x x x x x i ] - šal - làḫ [ x x x x x x x x ] it - ti - ía [ x x x x x x x x x x x ] ⸢ x ⸣,"Answer ( m . ) fo [ r ] hi [ m ] ( and ) for [ yourself ] ! Are we to give you ( m . ) to drink without men ? Are you ( f . ) my hummu ? [ Y ] ou are arguing a lawsuit against one of my servants . If my hummu is placed [ un ] der your ( m . ) feet and accordingly he is [ a ... ] of yours ( m . ) , [ he ] will pull out [ ...... ] [ ...... ] with me"
P237225,[ x x x x x x x x x x x ] ⸢ x ⸣ + [ x x x x x x ] [ x x x x x x x x x x ] ⸢ x ⸣ ab ⸢ x ⸣ + [ x x x x x x ] [ x x x x x x x x x x ] m d + EN — ⸢ ŠEŠ ⸣ — [ MU x x x x x ] [ x x x x x x x x x ] - ⸢ ni ⸣ A - šú šá m d EN — ⸢ x ⸣ + [ x x x x x ] [ A - šú šá m x x x ] — d U . GUR m A - a A - šú šá m [ x x x x x ] [ m x x x x A - šú šá m U ] . GUR * — DÙ - uš m mu - še - zib — d AMAR . UTU [ A - šú šá m x x x ] [ m d + AG — na ] - din * — NUMUN A - šú šá m d + EN — ŠUR m d EN — DÙ [ A - šú šá m x x x LÚ . KUR . tam - tim - a - a ] [ LÚ . AB . BA - MEŠ ] ù LÚ . TUR - MEŠ šu - lum ⸢ ia ⸣ - [ a - ši ki - i mil - ki ] ⸢ ma ⸣ - du - tu ⸢ am ⸣ - lik - ku - ku - nu - šú u la taš - ma - ⸢ aʾ ⸣ [ x x x x x ] ⸢ ki ⸣ - i ⸢ a ⸣ - [ na ] il - ki - ia la tal - li - ⸢ ka ⸣ - [ ni x x x x x ] [ a ] - ⸢ na * x ⸣ + [ x ] ⸢ x ⸣ DUMU - MEŠ - ku - nu u DUMU . MÍ - MEŠ - ⸢ ku ⸣ - [ nu x x x x ] ⸢ GIŠ . SAR - MEŠ ⸣ - [ ku ] - nu ni - du - tu tul - ta - li - ⸢ ka ⸣ [ x x x x x ] [ tul ] - te - ti - ⸢ qa mi ⸣ - ṭi - it - ku - nu GAL - ti ⸢ tal ⸣ - [ x x x x x x ] [ te ] - ⸢ ta ⸣ - as - [ x x ] ⸢ a * ⸣ - di im — mat ki - i PI .2 a - na ⸢ ra ⸣ - [ x x x x x ] ⸢ ù ⸣ šit - te [ x ] - ⸢ ti ⸣ šá UNUG . KI tu - ḫal - la - qa a - [ x x x x x x ] [ 01 ] - me 02- me šá KUR — aš - šur . KI ina pir - ṣa - a - ta la ṭè - e - [ mi x x x x ] ⸢ it ⸣ - ti - ku - nu [ x x ] - ⸢ MEŠ ⸣ ina qer - bit LÚ . ENGAR - MEŠ - ku - [ nu x x x x ] ⸢ šá ⸣ a - na li - ⸢ ban ? ⸣ - [ x - ku ] - ⸢ nu ⸣ šá ri - i - bi it - ⸢ ti ⸣ - [ x x x x x ] ⸢ ina ⸣ ŠÀ - bi i - šá - ⸢ ti ⸣ [ tal ? ] - ⸢ tar ⸣ - pa ul - tu LÚ . GAL — SAG LÚ . [ x x x x x ] ⸢ LÚ ⸣ . GAL — ŠU . DU₈ . [ A - MEŠ ] LÚ . GAL — mu - un - gi m d + AG — šá - gi - [ im x x x x x ] [ x x ] ⸢ x ⸣ [ x x x ] ⸢ KUR ⸣ — aš - šur 01- lim 02- lim LÚ . BAN - ni šá a - [ x x x x x ] [ x x x x x ] ki - ṣir ra - bu - ú šá KUR — aš - šur il - [ x x x x x x x ] [ x x x x x x x ] ba - nu - ú ma - a - du EŠ . BAR eš - ⸢ šú ⸣ [ x x x x x ] [ x x x x x x x x x x ] ⸢ BÀD ⸣ - ku - nu ⸢ pi * ⸣ - [ x x x x x x ] [ x x x x x x x x x x x x x x ] - ⸢ MEŠ * ⸣ [ x x x x x x ] [ x x x x ] ⸢ x ⸣ šá ⸢ É ? ⸣ [ x x x x x x x x x x x x ] [ x x x x ] ⸢ ma ⸣ al ṭi ⸢ x ⸣ [ x x x x x x x x x x ] [ x x x x e ] - zi - bu ŠU .2- a ta - ṣur KUR - su ⸢ x ⸣ + [ x x x x x x x ] [ x x x x ] ⸢ x ⸣ ù ina UGU - ḫi ŠÀ - bi šá [ x x x x x x x x x ] [ x x x x KUR ? ] — ti - GÉME ul - tu še - [ x x x x x x x x x x x ] [ x x ul ] - ⸢ te ? ⸣ - né - piš - ku - nu - šú [ x x x x x x x x x x x x ] [ x x x x ] ⸢ ú * ⸣ - ṣal - li - ma a - ⸢ na ⸣ [ x x x x x x x x x x x ] [ x x x x ] - tu ANŠE . KUR . ⸢ RA ⸣ - [ MEŠ x x x x x x x x x x ] [ x x x x ú ] - ba - ʾa - ma ⸢ x ⸣ + [ x x x x x x x x x x x x x x x ] [ x x x ] ⸢ x ⸣ - ma šá d EN d + ⸢ AG ⸣ [ x x x x x x x x x x x ] [ x x x x ] ú - zak - ki ⸢ x ⸣ + [ x x x x x x x x x x x x x x x ] [ x x x x ] - ⸢ ti ⸣ a - ⸢ na ⸣ [ x x x x x x x x x x x x x x x ],"[ The king's word to ... ] Bel-aha- [ iddina ..., ... ] ni son of Bel - [ ..., NN son of ... ] - Nergal , Aplaya son of [ NN , NN son of Ne ] rgal-ipuš , Mušezib-Marduk [ son of NN , Nabû-na ] din-zeri son of Bel-eṭir , Bel-ibni [ son of NN , the Sealanders old ] and young : I [ am ] wel [ l ] . [ Although ] I gave you many advices , you did not listen to me [ ... ] . Because you did not come to my military service [ ... ] , [ ... ] your sons and daughters [ ... ] and you have let your gardens become abandoned [ ...... ] You have [ ... ed ] your great deficit [ ...... ] [ You have ... ed ] ... like an ear for yo [ urselves ...... ] and you are destroying the rest of the [ ... ] of Uruk [ ...... ] [ 1 ] 00 or 200 [ citizens ] of Assyria through senseless lies [ ...... ] [ w ] ith you [ ... ] in the fields of your farmers [ ... ] [ wh ] ich [ ... ] for your [ ... ] of the earthquake [ ... ] [ you ] have burnt with fire . After the chief eunuch , the [ ... ] , the chief cupbearer , the general of cavalry and chariotry , Nabû-šagi [ m ... ] [ ...... ] Assyria , 1,000 or 2,000 archers of [ ... ] [ ...... ] the great host of Assyria [ ...... ] [ ...... ] many good [ ... ] , a new decision [ ...... ] [ ...... ] op [ en ] your city wall [ ...... ] [ ... ] of the house [ ...... ] [ ... ] ... [ ...... ] [ ... l ] eft [ ... ] , and you protected by my property , [ ... ] his land [ ... ] and therefore the heart of [ ...... ] [ ... ] Sea [ land ] from [ ...... ] [ ... I hav ] e been making you do [ ...... ] [ ... ] prayed and [ ...... ] [ ... ] horse [ s ...... ] [ ... I am s ] eeking and [ ...... ] [ ... ] of Bel and Nabû [ ...... ] [ ... ] I have exempted [ ...... ] [ ... ] to [ ...... ]"
P237239,a - mat LUGAL a - na m NÍG . GUB LÚ . UNUG . KI - MEŠ LÚ . AB . BA - MEŠ ù TUR - MEŠ DI - mu ia - a - ši ŠÀ - ba - ku - nu lu - u DÙG . GA - ku - nu - ši bi - ki - tu a - ga - a šá ITI . SIG₄ šá UN KUR gab - bu ⸢ ta * ⸣ - dir - tu ú - kal - lu ul - [ tú ? DINGIR ] - MEŠ iz - nu - ú ⸢ il ? ⸣ - [ li - ku - ma ] ina la šub - ti - šú - nu ú - [ ši - bu ina bi ] - ki - tu u ma - le - e pag - ⸢ ri ⸣ [ d AMAR ] . UTU d na - na - a d ú - [ ṣur — a - mat ] - sa d UNUG . KI - a - i - tu [ ki ] - i is - li - mu ina BALA - e - ia [ KUR . KUR gab - bi ina ] ŠU .2- ía in - da - nu - u [ x x x x x ] ki - i aṣ - ba - tu [ x x x x ] ⸢ da ⸣ - ra - te [ x x x x x x ] ⸢ x x ⸣ [ x x x x x x ] - tú [ x x x x x ARAD ] - MEŠ - ia [ x x x x ] bi - ki - tu [ x x x ] - ma a - na ḫa - du - tú tir - ra gab - re - e e - gír - a - ti šá a - na LÚ . ra - šá - a - ni ša a - na KUR — URI . KI ú - bi - lu - ni ITI . GUD UD 24- KÁM lim - me m d PA — MAN — ŠEŠ - MEŠ - šú,"The king's word to Kudurru and the Urukians old and young : I am well ; you can be glad . This weeping of the month Sivan ( III ) , which all the inhabitants of the country hold for mourning — af [ ter the god ] s became angry , they w [ ent away and resided in an abode not of their own , ( but ) [ through we ] eping and unkempt body , [ Mar ] duk , Nanaya , U [ ṣur-amas ] sa and Arkayitu have became reconciled , and in my reign they have delivered [ all the lands into ] my hands . When I seized [ ..... ] eternal [ ... ] [ ...... ] [ ...... ] [ ...... ] my [ servant ] s [ ...... ] weeping and turn it into joy ! Copy of the letters that were brought to the chieftains and to Babylonia . Month of Iyyar ( II ) , 24th day , eponym year of Nabû-šar-ahhešu ."
P237243,a - mat LUGAL a - na m d + EN — ib - ni DI - mu ia - [ a - ši ] ŠÀ - ba - ⸢ ka ⸣ lu - u ṭa - ab - ⸢ ka ⸣ ina UGU m ki - ṣir — AN . ŠÁR šá tu - še - ṣa - a ù ina UGU LÚ . pu - qud šá taš - pu - ra ARAD šá É — EN - MEŠ - šú i - ra - ʾa - a - mu ù ina UGU É — EN - ⸢ MEŠ ⸣ - [ šú ] am - ru ap — pit - [ ti ip - pu - uš ] mi - nu - u * (sup. ras.) šá im - [ ma - ru ] [ ù ša i - šem - mu - ú ] [ PI .2 šá EN - MEŠ - šú ] [ ú - pat - ta ] ⸢ en ⸣ - [ na ba - ni ša ] PI . ⸢ 2- MEŠ ⸣ - [ ia ] tu - pat - tu - [ ú ] a - na - ku ki - i šá a - le - eʾ - ú - uʾ ep - pu - uš,"[ The king's ] word to Bel-i [ bni ] : I am well ; you can be glad . Concerning Kiṣir-Aššur whom you brought forth , and concerning the Puqudu about whom you wrote , a servant who loves the house of his lords and is loyal to the house of [ his ] lords [ acts ] in this very way..He [ keeps his lords informed on ] whatever he s [ ees and hears ] . N [ ow it is good ] that you opene [ d my ] ears .. I shall act as I deem best ."
P237246,[ ana ? ] ⸢ šar ? ⸣ - ri [ x x x x x x ] ⸢ šá ⸣ GIŠ . PA - šú [ i - šá - rat x x ] 0 Ì . GIŠ ṭa - [ bu x x x x x ] um - ma m d ⸢ IŠ ⸣ . [ TAR — du ] - ⸢ ri ⸣ [ ARAD - ka ] LUGAL KUR . ú - ra - ar - ṭi - im - [ ma ] am — mì - ni LUGAL be - lí UD - mi - [ šam ] ik - ki te - ku - ti u ma - le - e lib - ba * - a * - [ ti ] il - ta - nap - pa - ra AD - ka ki - i pi - i an - nim - ma kar - ṣi šá m mu - nu - ḫi ki - i i - tak - kal - lu - šú ul un - da - ʾi - ir u šá pa - ni ar - ki im - na šu - me - lu e - la - nu u šap - la - nu i - ḫa - ṭu LUGAL DINGIR - MEŠ šá - qu - ú mut - tal - lu ⸢ gim ⸣ - ri kiš - šat da - ád - me [ a ] - na ŠU .2 pa - li - ḫi - šú uš - tam - ni áš - šú NA₄ . ZA . GÌN šá LUGAL be - lí iš - pu - ra um - ma NA₄ . ZA . GÌN liš - šu - ni LUGAL be - lí ul i - de - e ki - i NA₄ . ZA . GÌN i - lu - ni u ki - i NA₄ . ZA . GÌN at - ta - šá - a KUR i - si - iḫ - ḫa - an - ni ki - i pa - an LUGAL be - lí - ia maḫ - ru e - mu - qu ma - aʾ - da - a - ti lil - li - ku - nim - ma NA₄ . ZA . GÌN liš - šu - ú ki - i šá it - tal - ku - ni NINDA - ḪI . A it - ti - šú - nu ul ak - kal A - MEŠ it - ti - šú - nu ul a - šat - ti i - tu - uš - šú - nu ul et - ti - iq ma - ḫar LÚ . DUMU — šip - ri - ka ul a - te - eb - bi ù šul - mu LUGAL be - lí - ía ul a - šá - aʾ - al LUGAL a - na ḫi - ṭu la un - da - na - ʾa - ar a - na pi - i šá [ x ] ⸢ x x x ⸣,"[ To ] the king [ ...... whose ] sceptre [ is just and who pours sw ] eet oil [ ...... ] : Thus ( says ) Sar [ dur ] i , [ your servant ] , king of Urarṭu : Why does the king , my lord , always write to me in such irritated and angry terms ? ( When ) at the time of your father Munuhi was calumniated in this very manner , did I not rule to the effect that the king of the gods , the exalted one , the ruler of the entire universe delivered in the hands of his worshipper those who had sinned ( against him ) , before and behind , right and left ( and ) above and below ? Concerning the lapis lazuli about which the king , my lord , wrote to me : "" Let lapis lazuli be brought to me "" — does the king , my lord , not know that lapis lazuli is our god ? If I took the lapis lazuli , the country would rebel against me . If it is agreeable to the king , let a huge army come and take the lapis lazuli . If , when they come , I shall not dine with them , nor march at their side , nor rise before your messenger , nor ask about the well-being of the king , my lord , my the king not hold it for a sin . According to [ ... ] ."
P237248,a - na LUGAL BE . LUM - ni ARAD - MEŠ - ⸢ ka ⸣ m d + EN — iq - bi ù LÚ . KUR . gam - bu - la - a . [ a ] d MAŠ u d gu - la šu - lum ṭu - ub ŠÀ - bi ṭu - ub UZU šá LUGAL EN - ni a - na da - ri - iš liq - bu - ú UR . KU - MEŠ mi - tu - tu a - ni - ni LUGAL EN ub - tal - liṭ - an - na - ši šam - mu ba - la - ṭu a - na na - ḫi - ri - ni il - ta - kan URU . a - da - ri - ḫi - ti ina KUR . za - ⸢ a ⸣ - me LUGAL ki - i i - bu - ku ina ŠÀ - bi a * - [ ši - bu ] - tu ul - te - li - an - na - ši ù [ ki - i an - ni ] - ⸢ i * ⸣ iq - ta - bu - na - ši um - ma ⸢ ARAD ⸣ - [ MEŠ ] šá LUGAL at - tu - nu URU . bir * - ⸢ ti * ⸣ [ x x x ] ma - la - ni qaq - qar - šú ù [ x x x x ] ⸢ x ⸣ ul id - din - an - na - ši [ x x x x ] [ iq ] - ⸢ ta ⸣ - bu - ú ki - i ni - ⸢ x ⸣ + [ x x x x ] [ x x x x x ] - ir - ri - [ x x x x ] [ x x x x x x ] d ⸢ x ⸣ + [ x x x x ] [ x x x x x x x ] ⸢ ni * ⸣ [ x x x ] [ x x x ] - ti ina ŠÀ - bi ni - ḫal - [ liq ] [ x x x ] - ku * um - ma al - ka - ma [ x a ] - ⸢ na * ⸣ KUR * - i šá KUR . ban - ni - ši i - šá - ⸢ ni ⸣ [ 0 ] [ a - na ] ⸢ KUR ⸣ - i šá KUR . ban - ni - ši ki - i ni - lu - ú ⸢ ŠEŠ ⸣ - MEŠ - ni ina ŠÀ - bi di - i - ku ERIM - MEŠ šá ŠEŠ - MEŠ - ⸢ ni ⸣ i - du - ku nu - ṣab - bi - ta a - na pa - ni LÚ . EN . NAM ni - tab - ka ḫur - šá - an it - ti - šú - nu ki - i ni - il - li - ku ina GIŠ . MI šá LUGAL ni - iz - za - ka - aʾ ina UGU - ḫi SAG . DU ḫa - áš - la - ni ù ERIM - MEŠ GÁL - ME - ni LUGAL EN la i - qab - bi um - ma mi - nam - ma ina la a - šá - ba šá LÚ . EN . NAM * tal - li - ka - ni ul - tu šu - ú áš - bu 02- šú ki - i ni - il - ⸢ li - ka ⸣ ul - tu KASKAL .2 tur - ra - ni u É - [ MEŠ - ni ] ṣu - ub - bu - ta - ni en - na ina ⸢ GIŠ * ⸣ . [ MI ] šá * LUGAL << LUGAL >> EN - ni ni - iz - ⸢ za * ⸣ - [ za ] la ni - ḫal - liq,"To the king , our lord : your servants , Bel-iqbi and the Gambulians . May Ninurta and Gula forever ordain good health , happiness and physical well-being to the king , our lord ! We were dead dogs , but the king , our lord , revived us and placed the herb of life in our nostrils . When the king removed the town Adarihiti in the land of Zamê , they elevated us from among the inhabitants and spoke to us [ like thi ] s : “You are the king’s ser [ vants ; build ] a fort [ and ] get your fill from its ground.” But [ nobody ] gave us [ ... ] , and they [ ut ] tered [ ... ] . As we [ ...... ] [ “ ... ] We shall perish there.” [ ... ] , saying : “Come , bring [ ... t ] o the mountain of Banniši!” When we went up [ to the moun ] tain of Banniši , our brothers were killed there . We seized the men who had killed our brothers , and took them into the presence of the governor . Having undergone the river ordeal with them , we came out clean , under the aegis of the king . We have been bruised on the head but have become men . The king , our lord , should not say : “Why did you come while the governor was not present?” After he had been seated ( in his office ) , we twice came but were turned back from the journey , and our houses were being seized from us . Now we are under the king , our lord’s protection ; May we not perish !"
P237262,IM LÚ . šá — IGI — ⸢ É ⸣ . [ GAL ] a - na m in - da - [ bi - ía ] u m ú - ra - áš - [ x x ] DUMU - MEŠ - [ ia ] am — mì - ni ma - la - a - ⸢ ku ⸣ UD - MEŠ * ṭè - en - ku - nu ⸢ ul áš ⸣ - mi u a - na - ku ⸢ ù * ⸣ LÚ . A — KIN [ x x ] ⸢ x ⸣ ul áš - pur - ak - ku - nu - ši [ 0 en ] - na a - du - [ ú ] ⸢ LÚ ⸣ . [ A ] — ⸢ šip * ⸣ - re - e - a [ a ] - na pa - ni - ku - nu ⸢ al ⸣ - tap - ra [ a - du ] - ú ṭè - en - ku - nu u * šu * - lum * - ku * - nu ina ŠU .2- ⸢ šu * ⸣ šup - ra - [ a - ni ],"A tablet of the pala [ ce ] overseer to [ my ] sons Inda [ biya ] and Uraš [ ... ] : Why haven't I heard any news of you for as many days as I am , and why haven't I sent a messenger [ with ... ] to you ? [ N ] ow the [ n ] I have sent my messenger to you . Send [ me n ] ow a report of youself and your health in his hands !"
P237273,[ x x x x x x LÚ . qí ? ] - ⸢ i * ⸣ - pi * [ x x ] [ x x x - ku ] - ⸢ nu * ⸣ ma * - aʾ - diš * ina [ x x ] [ x ] ⸢ x ⸣ - MEŠ ul - li - te la šu - ṣa la ⸢ x ⸣ + [ x x ] [ ak ] - ⸢ ka ⸣ - ʾi - i šu - u ZI - MEŠ - ku - nu ⸢ ú ⸣ - [ ḫal - liq ] [ i ] - za - ʾe - e - ra kal šá ta - ri - [ šá ? ] ⸢ ta ⸣ - ad - lip - a - ma en - na MU la MU ⸢ ra ⸣ - [ man - gu - nu ? ] ⸢ ta ⸣ - šak - ka - na mi - nam - ma in - [ né - pi - iš ] ⸢ at ⸣ - tu - nu ia - aʾ - nu ia - aʾ - ⸢ nu ⸣ [ en - na a - mat ] ⸢ ul ⸣ - li - ti šá ta - aṣ - ṣu - ⸢ da ⸣ [ x x x ] [ u ] ana - ku i - du - u ši - i ina UGU ⸢ MU ⸣ - [ ku - nu ] lu - u šak - nat a - mat ul - li - tú ⸢ šá ⸣ [ ina ŠÀ a - de - e ] qa - ba - a ta - ta - ma ta - ⸢ tal ⸣ - [ li - ka ] du - muq - šá ta - mar en - na at - ⸢ tu ⸣ - [ nu x x x ] šá ta - dal - li - pa ina GIŠ . ⸢ MI ⸣ - [ ia x x x ] [ x x ] ⸢ x ⸣ + [ x ] ⸢ x ⸣ + [ x x x x x x x ],"[ ...... the dele ] gate [ ... ] [ yo ] ur [ ... ] greatly in [ ... ] that [ ... ] is not brought out , nor [ ... ed ] . How has he [ destroyed ] your lives ! He hates all that you were re [ joicing about ] and exerted yourselves for . You are now making an unworthy name for y [ ourselves ] . Whatever h [ appened ] ? You are nothing , nothing . [ Now t ] hat [ word ] which melte [ d down and ... ed ] , but ( which ) I know , [ now ] be placed on top of [ your ] na [ me ] ! Just swear to that word wh [ ich ] is said [ in the treaty ] , go o [ ff , and ] you will see its benefit . Under [ my ] protec [ tion , yo [ u will ] now [ attain all ] that you have been exerting yourselves for [ ... ]"
P237283,⸢ x ni * ⸣ [ x x x x x x ] ki - i [ x x x x x x ] aṣ - ba - [ tu x x x x x ] at - tu - [ nu x x x x x ] MU - ku - ⸢ nu ⸣ [ x x x x x ] ù a - na [ x x x x x ] - na IGI .2- a . a ina UGU - ku - ⸢ nu ⸣ saḫ * - ⸢ ra ⸣ [ 0 ] de - en - ku - nu ep - pu - uš ù ina UGU - ḫi - ku - nu ù UDU . SISKUR - MEŠ - ku - nu šá a - na TIN . TIR . KI [ a ] - ⸢ kap ⸣ - pu - da [ a - du - ú ] LÚ . ⸢ ra * ⸣ - šá - ni * šá KUR — URI . KI al - tap - rak - ku - nu - ši ki - i ma - la e - pe - še ma - aṣ - ṣa - ku * - nu ep - šá ù ki - i la lib - [ bi ] - ⸢ ku * ⸣ - nu a - di É ta * - ⸢ ṣab * ⸣ - [ ba - ta ] ep - [ šá ],"as [ ...... ] I sei [ zed ... ] you ( pl . ) [ ...... ] your name [ ...... ] and to [ ...... ] My eyes are upon you ; if you return , I will do justice to you . And [ I am thin ] king about you and your offerings for Babylon . I am [ now ] sending to you the chieftains of the land of Akkad . Do everything you can do ; and if it is against you [ r he ] earts , do it as soon as you can co [ pe with it ] ."
P237330,IM šá AN . ŠÁR — DÙ — DUMU . UŠ MAN LUGAL KUR — AN . ŠÁR . KI a - na m in - da - bi - bi MAN KUR . NIM . MA . KI ŠEŠ - šú DI - mu a . a - ši a - na É . GAL - ía [ x x x x a - na ] ⸢ KUR ⸣ - ia lu - u DI - mu [ a - na ka - a - šá ina UGU šip ] - ⸢ re ⸣ - ti ši - na [ x x x x x x x x ] - ʾu - ú [ x x x x x x x ] ⸢ x ⸣ - nu - [ ú ] ⸢ ITI . SIG₄ UD 03 ? ⸣ - [ KÁM ] lim - mu m PAB — le - i *,"A tablet of Assurbanipal , king of Assyria , to Indabibi , king of Elam , his brother . I , my palace , [ my ... ] , and my country are well . May [ you ... be well ] . [ Concerning ] those [ mess ] ages Mo [ nth of … , xth day ] , eponym year of Ahu-ila'i ."
P237420,lu - ú šul - mu a - ⸢ na ⸣ [ ŠEŠ ? - ia ] al - kám - ma a - di É [ x x x ] KUG . UD šu - ú i - šam - ma [ x x x ] [ x x x ] ⸢ x ⸣ [ x x x x ] ⸢ x ⸣ + [ x x x x x x x x x ] ⸢ um - ma x ⸣ + [ x x x x x x ] a - na m NÍG . GUB ⸢ a - na ⸣ [ x x x x ] i - šap - pa - raš - šú - nu - tú ⸢ x ⸣ + [ x x x ] ù šip - re - e - ti [ x x x ] ta - nam - da ù ⸢ x ⸣ + [ x x x ] m du - ta - ⸢ nu ⸣ [ x x x x x x ],"Good health t [ o my brother ] ! Come , and until [ ... ] bring that silver [ ... ] saying , “ [ ...... ] he will send them to Kudurru and [ NN ... ] . And letters [ ... ] you put down , and [ ... ] Dutan [ u ...... ]"
