transliteration,translation
15 GÍN ší-kam KI ku-zi-zi-a,15 shekels of šikkum owed by Kuziziya.
3 ma-na x x x x en-um-a-šur DUMU x x x x,3 minas of ... owed by Ennam-Aššur son of ... .
iš-tù ḫa-mu-uš-tim ša xx-ba-ni iš-x x x x x x KÙ.BABBAR i-ša-qal,Reckoned from the week of ...-bani ... he will pay the silver.
2.6666600000000003 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am i li-bi i-ku-pí-a en-um-a-šur i-šu,Ikūn-pīya owes 2.6666 minas 5 shekels of refined silver to Ennam-Aššur.
ú iš-tù ší-im 2 ma-na 2-x GÍN AN.NA-ki-šu KÙ.BABBAR-áp-šu ṣa-ḫu-ru x GÚ AN.NA i-ku-pí-a a-na en-um-a-šur e-zi-ib,"Also, after the price in silver of his 2 minas 2 + x shekels of tin has been deducted, Ikūn-pīya will leave x talents of tin for Ennam-Aššur."
i-ta-dá-an AN.NA-ki-šu KÙ.BABBAR-áp-šu en-um-a-šur i-l,"When the tin is sold, Ennam-Aššur will receive its value in silver."
ú 1 su-pá-nu-um ša KÙ.BABBAR a-na 1 ma-na 7 GÍN,"Also, 1 supannu-container of silver for 1 mina 7 shekels."
a-ḫa-ma ša 9 GÍN iš-x-ḫu-lu-im a-na en-um-a-šur i-ku-pí-a e-zi-ib,"Further, Ikūn-pīya will leave for Ennam-Aššur worth 9 shekels of ... ."
IGI kur-ub-a-šur IGI GÚ-tim DUMU a-lá-ḫi-im IGI ma-ri-iḫ-šu,"Witnessed by Kurub-Aššur, by Biltum son of Ali-ahum, by Marihšu."
a-ḫa-ma a-na 1 ma-na-im KÙ.BABBAR ṣa-ru-pí-im a-šu-mì i-ku-pí-a a-na i-na-a DUMU a-mu-ra-a a-pu-ul,"Further, I balanced for 1 mina of refined silver because of Ikūn-pīya with Innaya son of Amuraya."
i ba-áb ḫa-ra-ni-a … x-ir,When I shall leave on my journey ... .
um-ma šu-lí-ma a-na s,Thus says Šuli to Saktāya:
a-ḫi a-ta e-eb-ri a-ta,"Please, my brother, my friend,"
a-na a-mì-ú-tim ú-lá a-da-ga-al ku-a-tí a-da-ga-lá-ku-um,"I do not look at the others there, I only look at you!"
a-ta 1 GÍN KÙ.BABBAR ta-qí-ša-šu ra-ki-sú-ma,You must bind him contractually for every shekel of silver you donated to him.
zi-ki ù šu-ku-ba-am ú-ma-kál lá i be-tu ṭù-ur-da-šu-nu,"As for Ziki and Šu-Kūbum, they must not stay overnight one single day; send them here."
6 GÍN KÙ.BABBAR šé-bi4-lam ŠÀ.BA 0.33333 GÍN dín-ma ša-x-x-am ta-ša-am,Send me 6 shekels of silver and make 0.3333 shekel of it available so that one can buy ?
0.16666 GÍN a mu-uš-ṭá-tim dín-ma ku-nu-uk-ma,Give 1/6 shekel for combs and put it under seal.
šu-ku-bu-um e-ri-ú-ma lá tù-šé-ba-lam li-ší-am,Do not send Šu-Kūbum here empty-handed; let him bring it to me.
KÙ.BABBAR šé-bi4-lam li-bi4 lá tù-lá-ma-an šé-bi4-lam,"Send me silver, do not disappoint me, send it to me!"
a-wa-tim a-ni-a-tim IGI kà-ri-im iq-bi,These words he spoke before the colony.
kà-ru-um dí-nam i-dín-ma a-dí da-mu ša DUMU ša-lim-a-šùr i-kà-šu-du-ni e-ba-ar ta-wi-ni-a ma-ma-an ú-lá i-kà-ba-as,"The colony passed a verdict to the effect that until they acquire the blood-money for Šalim-Aššur's son, no one may forgive the colleague from Tawniya."
ù a-na e-ri-iš-tí-šu lu i-na ra-bi-ú-tim lu i-na ṣa-ḫu-ru-tim ma-ma-an ú-lá i-za-az,"And no one, either among the great men or among the small men, may carry out his wishes."
šu-ma dí-in kà-ri-im i-de₈-ma da-me a-ḫi-a ik-bu-ús-ma ù a-na e-ri-iš-tí-šu i-zi-iz i-na ṭup-pì-im ša a-lim(ki) wa-dí-a-nim ki-ma da-me ik-bu-sú ù i-tù-ru-ma a-na e-ri-iš-tí-šu i-zi-iz,"If anyone knows the verdict of the colony and yet remits my brother's blood-money or indeed carries out his wishes, then make it known in a tablet of the City, namely that he has remitted the blood-money and again has carried out his wishes."
ṭup-pu-um ša a-lim(ki)-ma a-na ṣa-ḫe-er ra-bi li-li-kam-ma,The tablet of the City should come to the plenary assembly.
IGI GÍR ša a-šùr lu i-na ra-bi4-ú-tim lu i-na ṣa-ḫu-ru-tim pì-šu-nu li-ip-té-ú,"They must make a statement before Aššur's dagger, whether they are from the great men or from the small men."
a-ma-kam šu-ma ša ki-ma šu-a-tí a-lam₅(ki) im-ta-aḫ-ru um-ma šu-nu-ma da-me a-ḫi-šu a-lá-ḫu-um IGI kà-ri-im ik-bu-ús,"If his representatives have approached the city there, saying: ""Ali-ahum has remitted the blood-money for his brother before the colony""."
da-me mì-ma ú-lá ak-bu-ús,I have not in any way remitted the blood-money.
kà-ru-um a pì-šu wa-šá-áb,The colony supports him.
kà-ra-am a-na ší-bu-tim ú-šé-lá-am,He shall take the colony as witness.
šu-ma ší-bé ša ra-bi-ú-tim i-šu-am mì-nam a-qá-be,"If he has witnesses among the great men against me, then what can I say?"
a-na-ku ù šu-ut i-na ṭup-pì-ni ù ší-be-ni a-ma-kam IGI a-lim(ki) lu ni-iz-ku,I and he should clear our affair there with our tablets and our witnesses before the City assembly.
um-ma a-šur-(d)UTU-ši ù da-da-a-ma,From Aššur-šamšī and Dādaya:
a-LÁ.MA tí-ir-tí-kà šu-(d)EN.LÍL a-na KÙ.BABBAR-pì ù ṣí-ba-tí-šu ni-ṣa-ba-at-ma,"In accordance with your instructions, we seized Šu-Illil with respect to the silver and its interest."
um-ma šu-ut-ma a-na KÙ.BABBAR lá kà-áš-da-ku,"He said: ""I have not been able to acquire the silver."""
šu-ma 3 ma-na KÙ.BABBAR ú-ma-am a-ša-qá-al-ma ù a-na ší-tí KÙ.BABBAR-pì-kà ú-me-e ta-ša-kà-na-ni,"""Will it be acceptable if I pay 3 minas of silver today, and you then set a term for me for the rest of your silver?"""
ù KÙ.BABBAR a-na ni dí šu ra-kà-sí-im 3 ma-na KÙ.BABBAR DUMU um-me-a-nim ke-nim e-pu-ul-ni-a-tí,"So, as to the silver, to bind it to his ..., a reliable affiliated trader guaranteed 3 minas of silver for us."
šu-ma a ma-lá ṭup-pu-ni bi-xx ta-am-ta-ga-ar-ni-a-tí KÙ.BABBAR ni-lá-qé,"If you have agreed with us in accordance with our letter, we shall receive the silver."
ù i-na a-wa-tí-ni šu-ma lá ta-am-ta-ga-ar-ni-a-tí a-na KÙ.BABBAR ú-lá e-pu-ul-ni-a-tí,"But if you do not agree with us in our decision, then he will not have guaranteed the silver for us."
a-ma-kam a-ta ma-lá-kà,You must make up your mind there.
ù a-na gi₅-mì-li-ku-nu ša šu-(d)EN.LÍL DUMU ma-num-ki-a-šur,"Also, as for your favours to Šu-Illil son of Mannum-kī-Aššur,"
um-ma šu-ut-ma 1 ma-na KÙ.BABBAR a-lá-qé-ma,"he said: ""I shall take 1 mina of silver,"""
a-ḫa-ma en-um-a-šur a-ḫu-šu 1 ma-na KÙ.BABBAR a-na a-bi4-a ḫa-bu-ul,"""and furthermore his brother Ennam-Aššur owes 1 mina of silver to my father."""
i-na li-bi4 KÙ.BABBAR-pì-im a-lá-qé,"""I shall take that out of the silver."""
7 ta-ma-lá-ke ša ṭup-pé a-na šu-be-lim ni-a-im e-zi-ib,Seven boxes with tablets I left behind to our Šu-Bēlum.
1 DUB ša 2 GÚ 40 ma-na URUDU ṣa-lá-mì-im,One tablet for 2 talents and 40 minas of black copper.
ša-ni-um ṭup-pu-um ša 15 ma-na URUDU SIG₅ ša ḫu-bu-ul en-na-sú-en₆,"A second tablet for 15 minas of refined copper, being the debt of Ennam-Suen."
1 ṭup-pu-um ša 23 ma-na URUDU SIG₅ ša ḫu-bu-ul a-šur-ANDUL ù dí-dí-a,One tablet for 23 minas of refined copper being the debt of Aššur-ṣulūlī and Didiya.
mì-ma a-nim a-na šu-be-lim e-zi-ib,All this I left behind to Šu-Bēlum.
IGI i-šu-ḫi-im DUMU x-mì-im,"In the presence of Išuhum, son of ...mum,"
IGI a-sà-nim DUMU šu-be-lim,"and of Asānum, son of Šu-Bēlum."
KIŠIB a-šùr-DU10 DUMU a-hu-wa-qar,"Seal of Aššur-ṭāb, son of Ahu-waqar."
KIŠIB šu-a-nim DUMU a-ki-a-nim,"Seal of Šu-Anim, son of Akiānum."
KIŠIB a-šur-du-gul DUMU im-da-hī,"Seal of Aššur-dugul, son of Imdī-ahī."
KIŠIB a-šur-DU10 DUMU i-dí-ba-ni,"Seal of Aššur-ṭāb, son of Idi-bāni."
12 GÍN KÙ.BABBAR i-ṣé-er a-šùr-DU10 DUMU i-dí-ba-ni en-na-sú-in i-šu,"Ennam-Suen has a claim of 12 shekels of silver against Aššur-ṭāb, son of Idi-bāni."
ITU.KAM na-ar-ma-ak-a-šur li-mu-um e-lá-li DUMU i-ku-nim,"Month II / III, eponymy of Elalī, son of Ikūnum."
ṣí-ib-tám ki-ma a-wa-at kà-ri-im kà-né-eš ú-ṣa-áb,He will add interest according to the regulation of the Kanesh colony.
0.5 ma-na 5.5 GÍN KÙ.BABBAR KI ṣí-li-IŠTAR ša ší-na-hu-tim,0.5 mina 5.5 shekels of silver is with Ṣilli-Ištar of Šinahuttum.
IGI ib-ni-(d)IM DUMU kà-a-a iš-pu-ra-ma 1 ma-na AN.NA a-na me-er-i-šu ù e-mì-šu a-dí-in,"Before Ibni-Adad, son of Kaya, he sent (a message) and I gave 1 mina of tin to his son and his father-in-law."
7.5 GÍN ší-im-šu,7.5 shekels is its price.
ŠU.NÍGIN 0.66666 ma-na 3 GÍN … … … x GÍN KÙ.BABBAR KI x …,Total: 2/3 mina 3 shekels ... x shekels of silver with x ...
1.5 ma-na KÙ.BABBAR me a a mur ma ba-ru-ší-im,1.5 minas of silver ...
0.33333 ma-na bu-ú-lá-tù-šu,1/3 mina is his capital.
2 TÚG e-zi-ba-…,2 textiles he left ...
1 ma-na KÙ.BABBAR me-eh-ra-tim a-dí-šu-um,I gave him 1 mina of silver as equivalent.
i-na ŠÀ.BA 7 GÍN KÙ.BABBAR ba-… me x nim-ma ki-li … i-x x x-na-na x ma-na ší-im áb hu za … zi lá TI …,"Of that, 7 shekels of silver ... its value ..."
ší-im bi-ti i tù-wa-ri-šu i-ša-qal,He will pay the price of the house upon his return.
a-na a-dí-da a-lá-hi-im ú ú-ku qí-bi-ma um-ma PUZUR4-a-šur-ma,"To Adida, Ali-ahum, and Uku, speak: thus (says) Puzur-Aššur."
13 TÚG ku-nu-ki-a ša É a-lá-hi-im e-zi-bu,As for the 13 textiles under my seal that I left in the house of Ali-ahum.
20 (TÚG)ku-ta-ni dam-qú-tim 1 TÚG … ku-nu-ki-… ... a-na ší-mì-im dí-na-ma,Give for sale 20 kutānu-textiles of good quality and 1 ... textile under my seal.
AN.NA ku-un-kà-ma a-na … dí-na-ma a-na ṣé-ri-a lu-ub-lam,Seal the tin and give it to ... and let him bring it to me.
i-na 21 TÚG ša ša-lim-be-lí ú a-šur-pí-lá-ah na-áš-ú-nu-ku-nu-tí-ni 1 TÚG ša a-ki-dí-e a-na IŠTAR-lá-ma-sí dí-na,"Of the 21 textiles that Šalim-bēlī and Aššur-pilah are bringing to you, give 1 Akkadian textile to Ištar-lamassī."
i-na ša-am-ší tup-pí ta-ša-me-a-ni TÚG ú-ma-kál lá ta-kà-lá,"The very day you hear my letter, do not hold back the textiles for a single day."
a-na a-lá-hi-im qí-bi-ma … a-na qá-tí ú-ku dí-in … xx-nu ku-nu-ki-a,"To Ali-ahum, speak: ... give ... to Uku ... under my seal."
a-šu-mì ša hu-lu-qá-e,Regarding the matter of the losses.
a-na-ku ku-ra ù šu-IŠTAR ni-pá-hu-ur-ma iš-té-ni-iš a-na pí-lá-ah-IŠTAR DUMU ú-zu-a a-wa-tám ni-da-an,"I, Kura, and Šu-Ištar will come together and together we will address Pilah-Ištar, son of Uzua."
IGI lá-qé-ep IGI e-me-me IGI a-šur-i-dí,"With Lā-qēp, Ememe, and Aššur-idī as witnesses."
šu-ma ib-tù-a-ni-a-tí iš-tí-ni i-ra-ba-áš,"Should he prevail over us, he shall present his claim together with us."
1 ki-ru-um a-hu-ni,1 jar: Ahuni.
1 ki-ru-um ù zi-KI.KÙ-um šu-a-nim,1 jar and a ... : Šu-Anum.
1 ki-ru-um šu-sà-a,1 jar: Šusaya.
1 ki-ru-um i-dí-a-bi-im,1 jar: Iddin-abum.
1 ki-ru-um ṣa-he-er-ì-lí,1 jar: Ṣaher-ilī.
1 ki-ru-um ša a-ma-at ah-ša-lim,1 jar of the maidservant of Ah-šalim.
1 ki-ru-um en-na-nim,1 jar: Ennānum.
1 ki-ru-um DINGIR-áš-ra-ni,1 jar: Ilī-ašranni.
1 ki-ru-um ì-lí-ba-ni,1 jar: Ilī-bāni.
1 ki-ru-um a-mur-(d)UTU,1 jar: Amur-Šamaš.
1 ki-ru-um kà-sà-a,1 jar: Kasāya.
1 ki-ru-um LUGAL-(d)UTU,1 jar: Šarrum-Šamaš.
1 ki-ru-um zu-x,1 jar: Zu-...
1 ki-ru-um a-hu-wa-qar,1 jar: Ahu-waqar.
1 ki-ru-um pí-lá-ah-IŠTAR,1 jar: Pilah-Ištar.
1.5 ma-na 2 GÍN i tup-pì-im lá-pì-it,1.5 minas 2 shekels have been recorded on the tablet.
1.8333300000000001 ma-na a qá-tí-a ta-dí,1 5/6 minas you deposited as my share.
ŠU.NÍGIN 3 ma-na šu-mì ku-ni-lim É kà-ri-im lá-pì-it,"In all, 3 minas have been recorded in the name of Kūn-ilum in the colony office."
i-5 ku-ta-ni TA ša É kà-ri-im i-dí-ú-ni 2 TÚG ša ku-ni-lúm,"Of the 5 kutānu-textiles each that they deposited in the colony office, 2 textiles belong to Kūn-ilum."
ŠÀ.BA 0.5 TÚG i qá-tí ku-ni-lim ú-ṭá-ha,"Thereof, I will transfer 0.5 textile from Kūn-ilum's share."
IGI iš-ma-(d)IŠKUR IGI bu-za-zu,Witnessed by Išme-Adad and by Buzāzu.
a-na a-dí-dá a-lá-hi-im ú ú-ku qí-bi4-ma um-ma PUZUR4-a-šùr-ma,"To Adida, Ali-ahum, and Uku, speak: thus (says) Puzur-Aššur."
13 TÚG ku-nu-ki-a ša e-zi-ba-ku-nu-tí-ni,As for the 13 textiles under my seal that I left with you.
20 ku-ta-ni SIG₅ ša-lim-be-lí ub-lá-ku-nu-tí,Šalim-bēlī brought you 20 good kutānu-textiles.
ŠU.NÍGIN 33 TÚG a-na ú-ku pì-iq-dá-ma a-na dur4-hu-mì-it lu-ub-lam,In all entrust 33 textiles to Uku and have him bring them to Durhumit.
4 ma-na AN.NA ku-nu-ki-a ú-ku na-ší,Uku is carrying 4 minas of tin under my seal.
šu-ma ANŠE i-ha-ša-ah ša-ma-šum,"If he needs a donkey, buy one for him."
a-pu-tum lá i-sà-hu-ur ṭur4-da-ni-šu,"Urgent: he must not delay, send him to me."
a-na ú-ku qí-bi4-ma lá aq-bi4-a-ku-um lá sà-ba-ra-am,"To Uku, speak: Did I not tell you not to delay?"
sà-ba-ar-tí na-áp-ra-ṣa-am ú maš-ki ša-pá-tí-a lá té-zi-ba-am,"You shall not leave behind my small goods, a chisel, and my woolen fleeces."
am-tám ku-uk-ra ša (d)UTU-a-bi DUMU zu-za-nim iš-tí ṣú-ha-ri-im ša ha-da-i-kur a-lá-hi-nim ša-lim-a-šur DUMU ip-hu-ri-im iš-a-am,"Šallim-Aššur, son of Iphurum, has bought the slave-girl Kukra, whom Šamaš-abī, son of Zuzānum, (had acquired) from the servant of Hada'ikur, the alahinnu."
ha-ma-am ma-ah-ri-ni ib-tù-uq,He cut off the hem in our presence.
... a-na a-wa-tim a-ni-a-tim kà-ru-um dur4-hu-mì-it i-dí-ni-a-tí-ma IGI GÍR ša a-šur ša a-šur ší-bu-tí-ni ni-dí-in,"For these matters, the Durhumit colony judged us and before Aššur's dagger we gave our testimony."
IGI lá-ba-lá-da DUMU i-dí-sú-en₆ IGI na-áb-sú-en₆ DUMU šu-be-lim IGI i-dí-IŠTAR DUMU i-dí-abi4-im IGI PUZUR4.IŠTAR DUMU dan-a-šur,"Before Labān-nādā, son of Iddin-Suen, Nabī-Suen, son of Šu-Bēlum, Iddin-Ištar, son of Iddin-abum, and Puzur-Ištar, son of Dān-Aššur."
a-na ku-li-a a-šur-lā-ma-sí ù a-šur-lā-ma-sí-ma qí-bi-ma um-ma a-šur-e-mu-qí,"To Kuliya, Aššur-lamassī and Aššur-lamassī, thus says Aššur-emuqī."
a-na a-šur-lā-ma-sí DUMU PÚZUR-ì-lí-qí-bi4-ma,"To Aššur-lamassī, son of Puzur-ilī, in particular:"
3 GÍN KÙ.BABBAR iš-tù li-mì-im a-šur-ma-lik DUMU šu-ha-ni-iš a-dí-na-kum,"I gave you 3 shekels of silver since the eponymy of Aššur-malik, son of Šu-Haniš."
um-ma a-ta-ma 3 TÚG ša ṣú-ùh-ri-im ša a-ki-dí-e iš-tù a-lim(ki) ú-šé-lá-a-kum,You said: 'I will bring up for you from the City 3 Akkadian garments for children'.
TÚG.HI.A tù-šé-li-a-ma a-ni-ša-am lá té-ta-ar-ba-am,"You brought these textiles up, but did not enter here with me."
ha-ra-kà ta-ta-lá-ak,You went away on a journey.
a-hi a-ta be-lí a-ta,"Please my brother, my lord."
3 TÚG.HI.A ša ṣú-ùh-ri-im ša tù-šé-li-a-ni a-na ku-li-a dí-in,Give these three garments for children that you brought up to Kuliya.
šu-ma TÚG.HI.A ta-ad-nu KÙ.BABBAR ší-im-šu-nu ú-sí-im-ma a-na ku-li-a dí-in,"If these garments have already been sold, establish how much silver they yielded and give it to Kuliya."
a-hi a-ta IGI a-šur a-kà-ra-ba-ku-um,"My dear brother, I will pray for you before Aššur."
a-na a-šur-lā-ma-sí ma-ri-a qí-bi4-ma,Say to my son Aššur-lamassī:
a-na-kam ta-áp-nu-a-ma um-ma a-ta-ma KÙ.BABBAR 1 GÍN a gám-ri-a dí-na-ma ší-a-ma-tí-šu lu-šé-bi-lá-kum,"'Here you turned to me saying: ""Give me 1 shekel of silver for my expenses and I will send you the merchandise it yields"".'"
KÙ.BABBAR a-dí-na-kum ù ša 8 GÍN KÙ.BABBAR SÍG.HI.A ú ú-kà-pè a-dí-na-kum,I did give you silver and also wool and saddlecloths for a value of 8 shekels of silver.
um-ma a-na-ku-ma zi-ra-am a-na ma-ma-i-im ha-bu-lá-ku,Saying: 'I owe a cauldron to the man of Mamma'.
ú-ul zi-ra-am ú-ul sú-ub-ra-am šé-bi4-lam,Therefore send me either a cauldron or a Subarean slave.
iš-tù MU.2.ŠÈ KÙ.BABBAR-pì ta-,It is now two years that you manage my silver.
a-na DU10-a-šur šu-be-lim šu-IŠTAR ù a-lá-hi-im qí-bi4-ma um-ma en-na-sú-in-ma,"To Ṭāb-Aššur, Šu-Bēlum, Šu-Ištar and Ali-ahum from Ennam-Suen."
a-na a-lá-hi-im qí-bi4-ma tup-pè-a ku-nu-ki-a a-šar ku-wa-tí e-zi-ib,To Ali-ahum: I left my tablets under my seal with you.
ù i-na qé-ra-áb tup-pè-a 6 GÍN a-mu-tum ku-nu-ku ša ni ra-… PUZUR4-sú-in e-zi-ba-kum,"And in among my tablets, Puzur-Suen left with you 6 shekels of iron sealed by ..."
xxx um-me-a-nu-um xxx e-ta-áp-lá-ni,The investor has answered me.
xxx DUMU um-me-a-ni-im ... xxx-áp-šu šu-ul-lá-ma ù tup-pá-am … xxx ma šu …,The son of the investor ... pay in full and the tablet ...
um-ma a-la-ḫu-um-ma a-šur-re-ṣí en-nam-a-šur ú da-dí-a a-na e-lá-ma qí-bí4-ma,"Thus Ali-ahum, Aššur-rēṣī, Ennam-Aššur and Dadiya, say to Elamma:"
24 ma-na KÙ.BABBAR dan-a-šur DUMU ša-lim-a-ḫi-im ub-lam,"24 minas of silver Dān-Aššur, son of Šalim-ahum, has brought us."
16.66666 ma-na KÙ.BABBAR a-šur-na-da DUMU a-šur-i-dí ub-lam,"16.6666 minas of silver Aššur-nādā, son of Aššur-idī, has brought us."
ŠU.NÍGIN 40.33333 ma-na KÙ.BABBAR,In all 40.3333 minas of silver.
ŠÀ.BA 30 ma-na iš-tí a-lá-ḫi-im ni-il₅-qé-ma 1.66666 ma-na KÙ.BABBAR ṣí-ib-tám nu-ṣí-ib,Thereof (we paid) 30 minas we had borrowed from Ali-ahum and we added to it 1.6666 mina of silver as interest.
ší-tí KÙ.BABBAR-pì-kà 8.66666 ma-na,There remains of your silver 8.6666 minas.
76 (TÚG)ku-ta-nu 6 ma-na 40 GÍN KÙ.BABBAR it-bu-lu,76 kutānu-textiles cost 6 minas 40 shekels of silver.
3 ANŠE ṣa-lá-mu 0.66666 ma-na x GÍN KÙ.BABBAR it-bu-lu,3 black donkeys cost 0.66666 minas x shekels of silver.
15 AN.NA qá-tim 13 GÍN.TA KÙ.BABBAR-áp-šu 1 ma-na 9 GÍN,15 minas of tin for expenses at 13 shekels (per mina): its price in silver is 1 mina 9 shekels.
ú-nu-ut ANŠE.ḪI.A ù na-ru-qá-tim 9.5 GÍN KÙ.BABBAR it-bu-lu,The harness of the donkeys and the leather bags cost 9.5 shekels of silver.
3.6666600000000003 GÍN KÙ.BABBAR té-ṣú-bi nu-ṣí-ib,3.6666 shekels of silver we added as additions.
4.33333 GÍN wa-ṣí-tum,4.3333 shekels is the export tax.
2 GÍN be-lúm-ba-ni il₅-qé,2 shekels Bēlum-bāni took.
4 ku-ta-nu ša a-bu-ša-lim 1 TÚG ša a-šur-re-ṣí 1 TÚG ša da-dí-a 1 TÚG ša be-lúm-ba-ni,"4 textiles of Abu-šalim, 1 textile of Aššur-rēṣī, 1 textile of Dadiya, 1 textile of Bēlum-bāni."
mì-ma a-nim a-šur-na-da i-ra-de₈-a-kum,All this Aššur-nādā leads to you.
KÙ.BABBAR be-lúm-ba-ni a-ma-kam ša-dí-in,Make Bēlum-bāni pay the silver over there.
1 ma-na KÙ.BABBAR šu-ku-bu-um ni-a-um i-na ša li-bí4 ḫu-bu-li-šu iš-qú-lam,Our own Šu-Kūbum paid 1 mina of silver as part of his debt.
i-na ITU.KAM ša ma-ḫu-ur-ì-lí KÙ.BABBAR 1 ma-na iš-qú-lam,In the month of Mahur-ilī he paid 1 mina of silver.
1 ma-na KÙ.BABBAR a-ḫu-ur,1 mina of silver is outstanding.
1 ki-ra-am a-šur-na-da,1 drink: Aššur-nādā.
1 ki-ru-um x ša-lim-be-li …-áš-tí … zi-a,"1 drink: x, Šalim-bēlī... and others."
a-na ku-da-tim qí-bí4-ma um-ma na-áb-sú-in-ma ù en-um-a-šùr-ma,To Kudātum from Nāb-Suen and Ennam-Aššur:
a-na ma-lá ta-áš-pu-ra-ni a-na-kam ni-iš-pè-er-ta-kà áš-me-ma,"In accordance with what you wrote, I listened to your missive here."
a-dí-i KÙ.BABBAR 1 ma-na-im ša aḫ-ša-lim ḫa-bu-lá-ku-ni aṣ-ba-at-ma mì-ma KÙ.BABBAR ú-lá i-dí-nam,"I seized him regarding the 1 mina of silver that Ah-šalim owes you, but he did not give me any silver."
i-na a-lá-ki-kà ṣa-ba-sú-ma KÙ.BABBAR-áp-kà li-dí-na-kum,Seize him when you arrive so he may give you your silver.
x x GÍN KÙ.BABBAR ša tù-šé-bi4-lá-ni x x x x na-kà-ma x x x x x a ni x x x x x x kà-ni-iš x x x tÙÙ x x a x x šu Ùù ra-x x am ša ir-ma-a-šùr,... shekels of silver that you sent ... Irma-Aššur.
ku-zi-zi-a ki-ma i-a-tí sí-il₅-a-ni pu-uṭ-ra-ma,"Kuziziya, open the containers on my behalf."
15 GÍN KÙ.BABBAR ša ku-nu-ku-kà i-ba-ší-ú-ni le-qé-a-ma,Take 15 shekels of silver that is under your seal.
ù 15 GÍN KÙ.BABBAR ir-ma-a-šùr lu-ra-dí-ma,and Irma-Aššur will add 15 shekels of silver.
a-na ma-lá a-wa-tí-ku-nu ṭup-pá-am ša i-na wa-aḫ-šu-ša-na ta-áp-qí-da-ni-ni,and in accordance with your words (regarding) the tablet that you entrusted to me in Waḫšušana.
ṭup-pu-um i-na li-bí4 ṭup-pí … i-ba-ší,The tablet that is among the tablets ... is there.
ú KÙ.BABBAR a-na a-x-x … DUMU sú-kà-lí-a šu-… tù ga ú i …,and the silver to A... son of Sukkalliya ...
a ma-lá dí-in kà-ri-im kà-ni-iš TUR GAL,In accordance with the verdict of the plenary Kanesh colony.
en-um-ì-lí DUB.SAR iṣ-ba-at-ni-a-tí-ma,"Ennam-ilī, the scribe, seized us."
a-na É e-lá-ma né-ru-ub-ma ku-nu-ki ša ma-ak-na-ki-im ni-iš-ru-ma i-na ma-ak-na-ki-im 10 né-zi-ib,Whereupon we entered Elamma's house and broke the seals of the sealed room and we left (them) in the sealed room.
a-na 2-šé-ni-šu ta-ma-lá-ki-šu ša ṭup-pè a-gu₅-ú-a DUMU x x x il₅-qé,"Two boxes with tablets Akūa, son of Baziya took."
IGI ma-sà-a DUMU a-šùr-ni-im-ri,"Witnessed by Masaya, son of Aššur-nimrī."
IGI ma-ṣí-ì-lí DUMU bu-zu-zi-im,"By Maṣi-ilī, son of Buzuzum."
IGI a-mur-a-šùr DUMU a-šùr-DU10,"By Amur-Aššur, son of Aššur-ṭāb."
i-na 2 ma-na 15 GÍN KÙ.BABBAR ša a šu-mì ší-im bé-tim iš-tí a-šur-ma-lik DUMU ku-ra-ra bé-lúm-ba-ni i-na-sú-in ú pè-ru-wa il₅-qé-ú-ni-ni-ma ṭup-pá-šu-nu i-ḫi-ir-mu-ú,"Of the 2 minas and 15 shekels of silver which, for the payment of the house, Belum-bani, Ennam-Suen and Peruwa obtained from Assur-malik, son of Kurara, and for which their valid deed was drawn up."
i-na ŠÀ.BA 0.83333 ma-na i-na KÙ.BABBAR-pí-a bé-lúm-ba-ni iš-qú-ul,0.83333 mina thereof Belum-bani paid with my silver.
a-na 0.33333 ma-na 5 GÍN KÙ.BABBAR ṭup-pá-am ú-kà-il₅-ma ṣí-ib-tum ma-dí-iš i-li-ik-ma a-na 0.83333 ma-na KÙ.BABBAR im-gu-ra-ni,For 25 shekels of silver I kept a debt-note and a lot of interest has accrued and he has agreed with me on an amount of 0.83333 mina of silver.
0.5 ma-na KÙ.BABBAR mu-sú-kà-e úṣ-ba-am,0.5 mina of spoiled silver has been added for me.
0.33333 ma-na 1 GÍN KÙ.BABBAR ší-im 3 ku-ta-ni ša qá-tim ša a qá-tí bé-lúm-ba-ni a-na É kà-ri-im i-dí-ú,"21 shekels of silver, the price of three kutānu-textiles of current quality that he deposited on Belum-bani's account in the karum-office."
ŠU.NÍGIN 1.66666 ma-na 1 GÍN KÙ.BABBAR,In all 1.66666 mina and 1 shekel of silver.
a-ḫa-ma 1 ma-na KÙ.BABBAR ša a-šu-mì a-na-aḫ-ì-lí DUMU ṭá-ki-i a-šùr-DU10 DUMU a-bu-ša-lim a-pu-lu,"Separately, as for the 1 mina of silver, which on behalf of Anah-ili, the son of Taki, I guaranteed to Assur-tab, son of Abu-salim."
na-áš-pè-er-tám ša a-šùr-DU10 a-šùr-ma-lik i-ni-iš-am um-ma šu-ut-ma,"Assur-malik brought me a letter of Assur-tab, saying:"
i-na ni-kà-sí KÙ.BABBAR a-šur-DU10 ú-ṭá-ḫi-a-am,At the accounting Assur-tab has transferred that silver claim to me.
iš-té-ni-iš 2.6666600000000003 ma-na 1 GÍN KÙ.BABBAR a-šùr-ma-lik i-na li-bí4-a i-dí-i,All together Assur-malik has charged me 2.66666 minas and 1 shekel of silver.
IGI i-dí-sú-in DUMU ku-ku-lá-nim IGI šu ...,"In the presence of Iddin-Suen, son of Kukulanum, and others ..."
