id,akkadian,english,source_ref,letter_num,genre
ac577a8b-5c03-5809-56b7-7a7c33b02ef4,a-na a-šùr-DÙL en-um-a-šur ú ì-lí-a a-na a-šùr-DÙL qí-bi-ma um-ma e-na-a-šùr-ma na-áš-pè-er-tám ša KIŠIB a-na-aḫ-ì-lí ša 0.66666 ma-na 3 GÍN KÙ.GI a-na en-um-a-šùr ḫa-bu-lu-ú-ma na-áš-pè-er-tám ši-a-tí a-na šu-iš-ḫa-ra dí-nam-ma <big_gap> um-ma a-ta-ma KÙ.GI a-na-aḫ-ì-lí ša-áš-qí-il₅-ma 1.66666 ma-na KÙ.BABBAR ša en-um-a-šùr ḫa-bu-lá-ni li-qé-ma ší-tí KÙ.BABBAR a-šùr-i-mì-tí li-il₅-qé ki-ma a-na a-lim{ki} ta-ta-ṣa-ni 20 u₄-mu-ú lá i-li-ku a-šùr-i-mì-tí iš-tí šu-iš-ḫa-ra a-wa-tim ú-pì-iš-ma na-áš-pè-er-tám šu-iš-ḫa-ra ú-ta-ra-šu-um i {d}UTU-ši na-áš-pè-er-tám ú-ta-ru-šu-ma ší-bé-e a-na É šu-ḫa-šu-ḫa-<gap> ú-še-ri-bu ú ta-ma-lá-ki ša a-šùr-DÙL ip-té-ú-ma na-áš-pè-er-tám ša KIŠIB a-na-aḫ-ì-lí ú-šé-li-ú-ma úz-ni i-pè-té-ma 5 e-ba-ru-tí aṣ-ba-at-ma a-na É šu-iš-ḫa-ra a-dí re-ší-šu-mu e-ru-ub-ma um-ma a-na-ku-ma ma-nu-um a-tù-nu ša ṭup-pè-e ša a-šur-DÙL ta-áp-té-a-ni-ma na-áš-pè-er-tám ša KIŠIB a-na-aḫ-ì-lí tù-šé-li-a-ni-ma a-na a-šùr-i-mì-tí ta-da-na-ni mì-nam É a-bi₄-a a-na a-šùr-i-mì-tí ḫa-bu-lu-ú ki-ma ṭup-pè-e a-na šu-iš-ḫa-ra áš-ku-nu É šu-iš-ḫa-ra zu-ta-a-šùr na-áš-pè-er-tám ik-ta-lá i-nu-mì-šu-ma a-na-ku ú a-šùr-mì-tí né-li-ma a-na kà-ri-im TUR GAL ni-lik-ma kà-ru-um TUR GAL dí-nam i-dí-in-ma na-áš-pè-er-tum ša KIŠIB a-na-aḫ-ì-lí šu-iš-ḫa-ra ú-kà-al-ší-ma ba-lúm kà-ri-im a-na ma-ma-an lá ú-šar-ší a-na 20 u₄-me-e e-na-a-šùr da-na-tí-šu ú-ba-lam-ma iš-tí a-šùr-i-mì-tí e-ta-ú ší-ip-ra-am a-na ḫa-ar-zi-wu-na ni-ša-pár-ma a-na-aḫ-ì-lí KÙ.GI ú-ša-áš-qú-lu-nim-ma <gap> i-ba-ší a-dí e-na-a-šùr ú a-šùr-i-mì-tí e-ta-ú-ni 5 GÍN KÙ.BABBAR ig-ri ší-ip-ri-im e-na-a-šùr <gap> ma-na <gap> GÍN KÙ.BABBAR ig-ri-a,"\nTell Pnsu-ken: thus (speak) Kulumâ,ya and204 Kurub-\nIštar; thus (speaks) Kulumâya.\n4-18When I settled the accounts with[with]2Ô5 concerning [the goods] of Dan-Asšur, I told you this: “Here\n6 (fabrics)-kutdnum from Sät-Asšur; (these) fabrics (are, however) not those of Salim-ahum's daughter, the fabrics (belong) to Kurub-Ištar! (But as)\nthe name of Ilabrat-bäni was not written on the cords\n(binding) the fabrics, they were recorded for Dân-Asšur\non the tablet of the agent-tamkdrum. » These fabrics (are) those of Kurub-Ištar.\n'Tell Pti u-ken: thus (speaks) Kurub-Ištar. You (are) my father, you (are) my master. Make sure you give my fabrics to\nSalim-Asšur. If he refuses to receive them - tell him in front of 2 (witnesses) - then let your report reach me and let the fabrics be for Dan-Assur anyway. 30-34 Write to me about the fabrics of the freighter of Ka-ruwâ and the tin of Amur-Aššur, son of Sukkalliya.","BIN 4, 8",118,letter
057d1f78-c8f8-8af6-65e9-fc445d11ee0d,um-ma ša-lim-a-ḫu-um-ma a-na en-um-a-šur qí-bi₄-ma 5 GÚ 25 ma-na AN.NA ku-nu-ku 94 TÚG ŠÀ.BA 5 TÚG kà-ab-tù-tum 15 TÚG ta-ar-dí-ú-tum 30 {TÚG}ku-sí-a-tum 1 {TÚG}šu-lu-up-ku-um 1 lu-bu-šu-um 2 ni-ib-ra-ra-an 6 ANŠE 7 ma-na AN.NA ri-ik-sú-um ša ik-ri-bi₄-a a-ḫa-ma mì-ma a-nim i šé-pì-kà tù-šé-ṣí 4 GÚ 20 ma-na AN.NA ku-nu-ku 1 me-at 24 TÚG 6 ANŠE mì-ma a-nim ša šé-ep i-šar-be-lí 1 GÚ 7 ma-na AN.NA ku-nu-ku 5 TÚG 0.5 ANŠE ša šé-ep ku-lu-ma-a 2 GÚ 20 ma-na AN.NA ku-nu-ku 11 TÚG kà-ab-tù-tum 10 TÚG ša qá-tim 1.5 ANŠE ša šé-ep a-lá-bi₄-im mì-ma lu-qú-tim a-ni-tim KÙ.BABBAR ša AN.NA-ki-a ù TÚG.ḪI-tí-a ṣa-ba-at-ma KÙ.BABBAR ma-lá tù-šé-bi₄-lá-ni bu-tù-uq-ma ší-tí KÙ.BABBAR-pì-a šé-bi₄-lam lu-qú-tum ša šé-ep ku-ra lu šál-ṭá-at ša AN.NA ù TÚG.ḪI.A za-ki-a-ma KÙ.BABBAR ku-nu-uk-ma i pá-ni-kà šé-bi₄-lam a-lá-an ma-áš-kà-tim ša šé-ep ḫa-na-na i-na a-lá-ki-kà mì-ma ni-kà-sí ša-aḫ-lu-tim lá tù-ba-lam i pá-ni-kà za-ki-a-am 7 ma-na AN.NA ri-ik-sú-um ša šé-pì-kà 21 ma-na AN.NA ša a-šu-mì DUMU a-šur-i-dí ub-lu-ni-ku-ni 4 ma-na KÙ.BABBAR šé-bi₄-lam,"\nThus (speaks) Salim-ahum: tell Ennum-Aur.\n3-115 talents and 25 mines of sealed tin, 94 fabrics — including 5 thick fabrics, 15 second-quality fabrics, 30 kusitum fabrics, 1 fabric from Sulupkaa, 1 garment (and) 2 nibrârumb fabrics —, 6 donkeys, plus the 7 mines of tin\nin a bundle from my votive offerings, you sent all this in your transport.\n11-134 talents and 20 mines of sealed tin, 124 fabrics","AKT 3, 65",120,letter
10e83a83-ffd5-8b31-5e5f-ff2a1f85fe14,um-ma šu-la-ba-an-ma ù da-dí-a-ma a-na im-dí-lim ú pá-pá-lim qí-bi-ma 3 ma-na KÙ.BABBAR aḫ-ša-lim ub-lam ŠÀ.BA 9 ku-ta-nu 15 šu-ru-tum <gap>-0.83333 ma-na 2.5 GÍN it-bu-lu 1 ANŠE ṣa-lá-mu-um ù ú-nu-sú lu ú-ku-ul-tù-šu <gap> ma-na 3 GÍN it-ba-al-ma <big_gap> GÍN a-na sà-ri-dim ni-dí-in 5 ma-na AN.NA-ak qá-tim 15 GÍN.TA KÙ.BI₄ 2 ma-na 2 GÍN KÙ.BABBAR-áp-šu té-er-tí 1.5 GÍN wa-ṣí-tum <big_gap> GÍN té-ṣú-bu gám-ra-kum i-na lu-qú-tim a-ni-tim šu-la-ba-an qá-sú ša-ak-na-at 1 {TÚG}ku-ta-nu-um a-ḫa-ma a-na da-dí-a da-ri-ik,"\n[So] if (speak) Su-Labân [and D]adiya: tell Imdilum\net Pappilum.\n4-14Ah-s[al]im brought 3 mines of silver. [A]bove that,\n9 (fabrics)-[k]utänurm (and) [x+]5 (fabrics)-sârum cost 52\nsicles; a black donkey [and] its equipment — you must pay me for it — [cost shekels>206. Your money (amounts to) [x+]2 minae 2 shekels. (For) goods, 1 2 shekel: export tax; [x] shekels extra. (Your money)\was spent on you. Su-Laban has rights to this\ngoods. [1] fabric-kutxnum in addition was packaged for\nDadiya.\nBIBLIOGRAPHY: This text is edited by Mr. ICHISAR, Imdzlum,\np. 377-378.\nNOTE:\na. The reading of the end of 1. 10, as proposed by\nM. ICHISAR: lu tas -qii-/la -su, does not entirely correspond to the copy; the second sign is more like a\nds and there is a ma sign! after the lâ (ME).\n","CCT 5, 49c",121,letter
402d4a4a-8398-0a85-e4af-23c0169b2c04,a-na pu-šu-ke-en₆ qí-bi-ma um-ma ku-lu-ma-a-ma 1 GÚ AN.NA <gap> ú i-tí-ra-sú 5 ku-ta-ni ku-nu-ku ša šu-IŠTAR DUMU da-da-nim ù 0.5 ANŠE ṣa-lá-mì-im mì-ma a-nim ir-ma-a-šur i-ra-de₈-a-kum i-na a-wi-tí-ni mì-ma da-tám ú-ku-ul-tám ù ša sá-ri-dim ú-lá ú-lá-ma-da-ni a-bi₄ a-ta be-lí a-ta AN.NA-ki ki-ma e-ru-ba-ni a-na KÙ.BABBAR dí-in-ma KÙ.BABBAR a-na pá-ni-a šé-bi-lam šu-ma AN.NA-ki lá ta-tí-dí-in 2 ma-na KÙ.BABBAR a-na pá-ni-a šé-bi₄-lá-ma iš-tù u₄-mì-im ša tù-šé-ba-lá-ni ta-aḫ-sí-is-ta-kà i-dí,"\nTell Pušu-kèn: thus (speaks) Kulumâya.\n3-141 talent of tin and its excess, 5 (clothes)-kutanum\nwith the seal of Sn-Istar, son of Dadanum and Za black donkey: Irma-\nAssur leads you all this. On our delivery, he will not impose on me any expenses relating to the tax, the fodder\n(of the donkey) or even the (costs for) the donkey driver.\n15-27Tu\n206. L. 16: [q]a-tim 15 GfN.TA KÙ.BI4 <3 ma-na>.\n(es) my father, you (are) my master. When","BIN 4,13",122,letter
fc6327f1-b93a-7433-3203-22ad5c77544a,um-ma ḫi-na-a-ma a-na a-šur-na-da qí-bi-ma 5.66666 ma-na KÙ a-dí-na-ku-ma a-na a-lim{ki} tù-šé-ri-id ki-ma ta-qá-bi-ú na-ru-qám ú-la ta-ta-ší-i a-na IŠTAR-pí-la-aḫ AN.NA ù ANŠE tù-kà-in mì-šu ta-ší-a-tim ù sá-ri-dam tù-la-pí-ta-ni iš-tù 2 ša-na-at ù KÙ ší-im-tám lá kà-áš-du-ú AN.NA ša tù-šé-bi₄-lá-ni 56 ma-na,"\nThus (speak) Hinnaya: tell Assur-nâda.\n3-8I gave you 5 3 silver mines, and you sent (them) to the City (of Assur). Did you not conduct a contract-\nnare qurna as you claim?\n9 19You confirmed the tin and the donkey for Istar-pilah.\nHow is it that for 2 years you have recorded in my (account) the transport costs and (the cost of) the donkey\nso that the money has not reached the original amount?\nAs for the tin you gave me sent, (it amounts to) 56 mines.\nNOTE:\na. For the expression narugqaru nasûm, “to conduct a contract-\nnaragqum D, cf. the commentary to 220/a, and chapter 5.3.\n3.2.2. The person responsible for the caravan\nAmong the various intermediaries in whose hands the goods pass, one, designated by the expression sep NP as responsible for the goods, is responsible for organizing their transport to Kaniš. He supervises the circulation of goods, whether he himself ensures the transport as part of his comings and goings between Assur and Asia Minor (124), or he entrusts them to conveyors or freighters who now assume the role of head of transport (125). The latter then have a responsibility","CCT 2, 26b",123,letter
ddf1fc5c-9377-bec7-ce93-0eb546dff555,a-na a-šùr-mu-ta-bi₄-il₅ qí-bi₄-ma um-ma a-sá-num-ma i-na 10.66666 ma-na KÙ.BABBAR <big_gap> ku-nu-ki-kà a-na ṣé-er a-zi-a ú-ub-lu ù 2 ma-na KÙ.BABBAR ša LUGAL-sú-en₆ ub-lá-ni ŠÀ.BA 1 GÚ 26 ma-na URUDU 26 TÚG SIG₅ <big_gap> 1 ANŠE.ḪI-a <big_gap> mì-ma a-ni-im ku-nu-ki ša a-zi-a ku-a-tí a-ra-de₈-a-kum 13.5 ma-na AN.NA qá-tim al-qé a-na té-er-tí-kà lá ta-ra-ší ki-ma ša qá-at-kà iš-ú-mu li-ba-kà lu ḫa-dí 4 ma-na AN.NA ku-nu-ki-a i-ku-pì-IŠTAR DUMU a-ta-ta na-áš-a-kum a-bi a-ta lu ší-im AN.NA <gap> <big_gap> KÙ.BABBAR <gap> <big_gap> a-na <gap> be <gap> <big_gap> ša-ku-kam ù <gap> ba-ar <gap> a-na ṣú-ḫa-ar-tí i-ku-pì-IŠTAR na-áš-a-kum,"\nTell Aššur-mutappil: thus (speak) Asânum.\n3-12Of the 10 3 mines of silver to your seal that were brought[to] Asiya, and the 2 mines of silver that Sarra-Sin\n[a] brought[n, thereupon, 1 talent 26[+x]mines [of tin], 28\necloths of good quality and] 2 [black] donkeys, I will take you all of these to the seal of Asiy[a] and to mine.\n13-18I took[s] 13 mins of tin for expenses\n207. The legislation defines compensation following such losses occurring within a caravan, cf. 4 analyzed by K. R. VEENHOF, “'In Accordance with the Words of the Stele': Evidence for Old Assyrian Legislation”, Chicago-Kent Law Review 70 [1995], p. 1717-1744 and the text Kt 94/k 131 published by C. MICHEL, “Men and women take oaths in the Paleo-Assyrian era”, Méditerranées 10-11 [1997], p. 105-\n123.","BIN 6, 78",124,letter
c724c40c-be0b-e020-90d2-0f166d897bec,a-na a-šur-mu-ta-bi-il₅ qí-bi-ma um-ma PUZUR₄-a-šur 28 TÚG.ḪI.A SIG₅ 1 GÚ 28 ma-na AN.NA ku-nu-ki ša ša-zu-úz-tí-kà 2 e-ma-ri ṣa-lá-me ú ú-nu-sú-nu a-sá-num ip-qí-dam 47 ma-na AN.NA ku-nu-ki ù a-ḫa-ma 4 ma-na ša a-zi-a 12 ku-ta-nu SIG₅ DIRI mì-ma a-nim ku-nu-ki ša ša-zu-úz-tí-kà <big_gap> {d}UTU-ba-ni ip-qí-dam 1 e-ma-ru-um ma-ri-iṣ-ma a-na {d}UTU-ba-ni e-tí-zi-ib-šu ṣú-ḫa-ar-kà ma-ri-iṣ-ma a-na-ku-ma as-ri-dam 6 ma-na <big_gap> AN.NA a-na e-nu-tí-kà a-dí za-al-pá ta-ší-a-tim lu ú-ku-ul-tí e-ma-ri-kà ga-me-er a-ma-kam KÙ.BABBAR ší-im-šu ku-nu-uk-ma a-na am-tí-a dí-in-ma i ku-nu-ki-šu li-ib-ší e-ma-ri ù ú-nu-sú-nu ṣú-ḫa-ru-kà i-ra-de₈-ú-ni-kum,"\nTell Aššur-mutappil: thus (speak) Puzur-Aššur.\n3-8Asânum entrusted me with 28 good quality fabrics, 1\ntalent 28 tin mines with the seal of your representatives, 2 black donkeys\nand their equipment.\n8-15Samaš-bâni entrusted me with 47 sealed tin mines and\nadditionally 4 tin mines from Asiya (and) 12 fabrics-\nkutanurn of excellent quality, all this with the seal of your\nrepresentatives.\n15-19A donkey being sick, I have just left it at\nSama-bâni. Your servant being (also) ill, I\nhad to load (the donkeys) myself.\n20-296 tin mines were spent for the costs\nof transporting your equipment to Zalpab and for\nthe fodder for your donkeys; there, seal their amount of money and give it to my servant, and let it be kept under her seal. Your servants will lead you the donkeys and their equipment.","TC 3, 18",125,letter
e1def252-20ac-2d70-fc2c-963d7ea333f4,um-ma im-dí-DINGIR-ma a-na i-ku-pí-a a-ḫu-wa-qar ú PUZUR₄.IŠTAR qí-bi-ma 10 ma-na KÙ.BABBAR ku-ra DUMU ú-lá-a ḫa-bu-lam i-tur₄-DINGIR ú a-šur-DUG ṭù-pu-šu iḫ-ri-mu u₄-mu-ú ma-dí-iš e-tí-qú ṣa-áb-ta-šu-ma KÙ.BABBAR ú ṣí-ba-sú ša-áš-qí-lá-šu ṭù-pu-šu É a-šur-DUG <gap>-<gap>-mì-im i-ba-ší ṭù-pá-am šé-ṣí-a-ma KÙ.BABBAR ša-áš-qí-lá-šu-ma ku-un-kà-ma a-ṣé-ri-a šé-bi₄-lá-nim 36 ku-ta-nu ša ILLAT a-šur-e-mu-qí ša a-šur-DUG ú-šé-ṣí-ú i ša-du-im ša ma-a-ma iḫ-li-qú šu-ma ILLAT ú-ma-li lá ú-ma-li té-er-ta-ku-nu li-li-kam lu-qú-tí ša šé-ep a-šur-DUG šu-ma a-bu-ru-uš-ḫa-tim e-ru-ub uz-ni pì-té-a lu-qú-tí ša šé-ep a-šur-DUG lu ša PUZUR₄.IŠTAR za-ki-a-ma PUZUR₄.IŠTAR li-tal-kam ší-im TÚG-ba-tí ša ik-ri-bi₄-a ša a-da-da il₅-qé-ú er-ša-šu mì-ma ṣú-ḫa-ri-a iš-tí PUZUR₄.IŠTAR li-tal-ku-nim ma-ma-an a-ma-kam lá i-kà-lá,"\nThus (speaks) Imdilum: tell Ikuppiya, Ahu-waqar and\nPuzur-Ištar.\n4-14Kura, son of Uläya, owes me 10 mina of silver.\nItr-ili and Aššur-tab sealed his ta-\nblette. The deadlines are well past. Seize him\and make him pay the money and its interest. His tablet in a sealed envelope is found in the house of Aššur-tâbb; produce the tablet and make him pay the money, seal it and send it to me.\n15-26The 36 (clothes)-kutânura of the Aššur-\nemnqi caravan that Aššur-tâb brought out were lost in the\nMama mountains; let your report reach me\n(to tell me) whether the caravan compensated (him) or not.\nInform me if the goods from the transport from Aššur-tâ,b\nentered Burušhattum. Release my merchandise from the transport of Aššur-tâb and that of Puzur-Ištar, and let Puzur-Ištar come here.\n27-32The\ntives that Atata received, claim (it) from him. Let all my servants come here with Puzur-Ištar, no one should be kept there.\nBIBLIOGRAPHY: This text is edited by Mr. ICHISAR, Imd~lum,\np. 225-226, which also gives references to the previous bibliography.\n","CCT 2, 11a",126,letter
b96f7f2a-cf5a-462c-91c4-c6d7b7dbc9d7,um-ma a-šùr-na-da-ma a-na ì-lí-a-lim qí-bi-ma lá li-bi i-li-ma mì-qí-tum im-qú-ta-ma a-na ur-šu iš-ta-áp-ru-ni a-ḫi a-ta a-šar ša-li-um i-ṣé-er É a-bi₄-ni lá i-ša-lu-ú e-pu-uš a-na ú-um e-ṭá-ri-im 9 GÚ 20 ma-na URUDU-i ša a DAM.GÀR a-šùr-ta-ak-lá-ku i-qí-pu 8 GÚ 39.33334 ma-na e-zi-ib ša-du-e-tim ša a-ta ta-áš-a-ma-ni ŠÀ.BA 5 GÚ URUDU a-na pu-ru-uš-ḫa-tim tù-šé-bi₄-il₅-ma ší-im-šu al-qé 1 GÚ 18 ma-na URUDU SIG₅ ša-bu-ru-um ši-im 3 ANŠE.ḪI.A ša DAM.GÀR ta-qí-pu ŠÀ.BA 10 ma-na ku-a-um 25 ma-na SIG₅ ši-im ANŠE i li-bi₄-a me-eḫ-ru ša šé-ep ša-lim-be-li pá-ni-tim lá-šu ṭup-pá-am ša té-er-tí-a ša-ṣé-er 45 {TÚG}ku-ta-nu 25 ma-na AN.NA ku-nu-ku e-ri-ib ša a-na qá-ti-šu a-dí-nu i-na pá-ni-tim ša-li-be-li ub-lá-kum 72 {TÚG}ku-ta-nu ŠÀ.BA 2 {TÚG}a-bar-ni-ú 4 ANŠE ṣa-lá-mu ú ú-nu-sú-nu 1 ma-na AN.NA ša 2 0.66666 GÍN 15 ŠE KÙ.BABBAR sà-ḫe-er-tum i šé-pì-kà tù-šé-bi₄-lam 4 {TÚG}ku-ta-nu KI kur-ub-IŠTAR ú-mu DAM.GÀR 7 ITU.KAM e-ṭá-at-qú a-ḫi a-ta KÙ.BABBAR ma-lá a qá-tí-kà i-ma-qú-tù a-na ṣé-er ú-ṣú-ur-ša-a-šùr šé-bi₄-lá-ma lu-ša-ak-ší-dá-ni-ma lá a-ba-áš a-na u₄-um ga-ma-li-im 8 GÍN KÙ.BABBAR ú-ku-ul-tí 2 ANŠE 1 GÍN a-na ša bi₄-lá-tí-kà a-dí-in 2 GÍN a-na qá-tí a-šùr-{d}UTU-ši IGI šu-sú-en₆ DUMU i-tur₄-DINGIR a-na 0.5 ma-na.TA 1 TÚG IGI a-šur-DU₁₀ IGI a-šur-dan ú-ra-ki-sú,"\nThus (speaks) Aššur-nâdâ,: say to Ili-aLUM.\n3-23Alas! a misfortune happened to me and someone wrote to me about the price of the fabrics constituting my vo-",ATHE 37,127,letter
adfc5041-d948-4365-9168-13235f0c1ffe,um-ma a-šùr-i-mì-tí-ma šu-IŠTAR en-nu-be-lúm en-na-num ù bu-bu-ra-num-ma a-na im-dí-lim qí-bi-ma ki-ma té-er-ta-kà ša ḫi-na-a ni-iš-me-ú 9 GÚ 30 ma-na AN.NA 14.25 GÍN.TA 40 ma-na KÙ.BABBAR it-ba-al ŠÀ.BA 8 GÚ 40 ma-na AN.NA ku-nu-ku 50 ma-na AN.NA a qà-tí-šu 41 {TÚG}ku-ta-nu qá-dí ša li-wi-tim 2.5 ma-na KÙ.BABBAR it-bu-lu 4 ANŠE ṣa-lá-mu 1 ma-na 10 GÍN KÙ.BABBAR it-bu-lu 1.5 GÍN KÙ.BABBAR ú-nu-ut ANŠE.ḪI.A 1 ma-na KÙ.BABBAR be-ú-la-at 2 kà-ṣa-ri 4 GÍN KÙ.BABBAR lu-bu-šu-nu 0.33333 ma-na 2.5 GÍN KÙ.BABBAR wa-ṣí-tum ŠU.NÍGIN lu-qú-ut 45 ma-na 14 GÍN KÙ.BABBAR i-na lu-qú-tí-kà ša šé-ep ḫi-na-a ku-nu-ki-ni en-na-be-lúm na-áš-a-kum KÙ.BABBAR e-ra-ba-ma ší-tí KÙ.BABBAR-pí-kà AN.NA-kam ni-ša-a-ma nu-šé-ba-lá-ku-um 3 {TÚG}ku-ta-nu ša kà-ṣa-ri-im ša ÌR ša ṣí-li-{d}IŠKUR 2 {TÚG}ku-ta-nu ša ma-sà a kà-ṣa-ri-im <big_gap>,"\nThus (speak) Aššur-imitti, Sn-Ištar, Ennum-Bélum,\nEnnânum and Puppurânum: say to Imdiluma.\n5-6According to your instructions relating to (the transport) of\nHinnâya of which we have become aware:\n7-129 talents 30 mines of tin at a rate of 14 4 shekels\n(of tin) for one (silver shekel) cost 40 silver mines; on this, 8 talents 40 mines of sealed tin, 50 mines of tin for its current expenses; 12-1441 kutdnum fabrics, including those for packaging, cost 2 2 mines of silver; 15-234 black donkeys cost 1 mine 10 shekels of silver; 7 2 shekels of silver: the equipment of donkeys, 1 silver mine: the operating capital of the two charterers, 4 shekels of silver: their clothes, s mine 2 2 shekels of silver: the export tax. 23-2 In total, Ennum-Bélum brings you merchandise for an amount of 45 mines 14 shekelsb of silver to our seal, on your transport goods of Hinnâya.\n29-32(From) the money will arrive, and (with) the rest of your\nmoney we will buy tin and send it to you.\n33-36Three kutdnum cloths belong to the freighter\nwho (is) the servant of Silli-Adad, two kutdnum cloths\ndof Masa (are) for the charterer.\nBIBLIOGRAPHY: This text is published and edited by E. BILGIÇ,\nH. SEVER, C. GUNBATTI and S. BAYRAM, AKT 1, p. 37-38.\nNOTES:\na. For the correspondents of this letter, cf. 106.\nfr.. The total amount spent, namely 45 minae and 14 shekels,\ncorresponds perfectly to the purchases made by the senders of the missive.\n","AKT 1, 18",129,letter
9d442cbf-180a-e8aa-1392-2d3ab770d564,um-ma i-na-a-ma a-na bur-a-šùr ú DINGIR-ba-ni qí-bi-ma ṭup-pí-a pí-té-a-ma a-li 1 GÍN KÙ.BABBAR i-na ba-áb-tí-a i-ba-ší-ú ša-áš-qí-lá-ma DINGIR-ba-ni li-it-bé-a-ma li-tal-kam ú ma-ma-an i-na ṣú-ḫa-ri ša a-ma-kam wa-áš-bu-ni ṭur₄-dam kà-ṣa-ri a-na-kam lá nu-ga-ar a-pu-tum a-ma-kam lu za-ku-a-tí ki-ma lu-qú-tum e-li-a-ni a ma-lá té-er-tí-a a-na bu-ru-uš-ḫa-dum té-ra-áb ba-áb-tám ša a-ma-kam e-zi-bu lu ší-im TÚG.ḪI.A lu ší-im e-ma-ri-im ú AN.NA ša e-zi-ba-ku-ni lu-za-ki-ma a-ṣé-er lu-qú-tim ša <gap> e-li-a-ku-ni lá tù-ṣa-ḫa-ar 1.5 ma-na KÙ.BABBAR qá-ta-tim ša šu-be-lim al-ta-pá-at ú 0.33333 ma-na KÙ.BABBAR ṣí-ib-tám áš-qúl ṣa-ba-sú-ma KÙ.BABBAR ú ṣí-ba-sú ša a-dí u₄-mì-im a-nim ša-áš-qí-lá-šu a-šu-mì KÙ.BABBAR ša ší-im É-bé-tí ša a-ma-kam ša É ku-ra té-er-ta-kà-ma ú-lá i-tal-kam a-pu-tum a-na té-er-tí-a i-ḫi-id lu-qú-tum ša i-na É tám-kà-ri-im e-li-a-am a-na i-na-a qí-bi₄,\nThus (speaks) Innâya: tell Bur-Aššur and lli-bani.,"BIN 4, 98",130,letter
d8cf4899-0cc0-e89d-4a83-64e425570ac7,um-ma a-šùr-i-dí-ma a-na a-šur-na-da ù a-šùr-ta-ak-la-ku qí-bi₄-ma 2 GÚ 10 ma-na AN.NA ku-nu-ku 34 {TÚG}ku-ta-nu 2 ANŠE.ḪI.A ṣa-la-mu 0.66666 ma-na KÙ.BABBAR ù 6 ma-na AN.NA a-na qá-tí-šu ki-ma AN.NA ILLAT i-ša-ku-nu a-na KÙ.BABBAR AN.NA li-iš-ku-na-ku-nu-tí sà-ri-dum ig-ri-šu <big_gap> ša a-dí ḫu-ra-ma ša-bu mì-ma a-nim šu-li DUMU PUZUR₄-a-šur na-áš-a-ku-nu-tí lu AN.NA lu TÚG.ḪI.A ma-la i-na É.GAL-lim i-za-ku-ú-ni-ni a-na a-šùr-ta-ak-la-ku pì-qí-id-ma a-šar KÙ.BABBAR 1 GÍN ba-la-ṭí-a lu-bi-il₅ ù té-er-ta-kà li-li-kam šu-ma la-šu a-šar wa-aš-bu šé-bi-il₅-šu-um i-dí-IŠTAR a-ṣé-er iš-ta-ri-qí-ni a-na É a-bi₄-im il₅-qé-a-ni-ma ù É ip-lu-uš-ma e-ta-ba-at i-dí-IŠTAR ṣa-áb-ta-ma 3 ma-na KÙ.BABBAR i-na KÙ.BABBAR šu ša-áš-qí-la-šu-ma šé-bi₄-lá-nim-ma ù lu-mu-un li-bi₄-a la-áp-ṭur-šu-um TÚG.ḪI.A ma-la a-na ni-kà-sí-a ta-ta-dí-a-ni ša-li-ṭá-ma lu KÙ.BABBAR ma-la na-ad-a-ku-ni šu-up-ra-nim,"\nThus (speak) Aššur-id3: tell Aššur-nâ,dâ, and Aššur-\ntaklâ,ku.\na—ls(There are) 2 talents 10 mines of sealed tin, 34 cloths\nkutânum, 2 black donkeys, s mines of silver and 6 mines of tin\nfor his (81-I-(i)li) current expenses. At the rate at which the company places the tin, it will have to place the tin for you for money. The donkey driver was paid his wages until\nHurrama. .8u-(i)li, son of Puzur-Aur, brings you all\nthis.\n17-25Entrust to Mur-taklâku all the tin and fabrics\nwhich will have been released for sale by the palace, so that he\nbrings them wherever there will be a shekel of silver profit\nfor me, then that your report reaches me. If he's not there, send him to where he is. 26-35 Not only does Iddin-Ištar constantly steal from me, but he also used me (to go) to the head office (of the company), broke into the house, and then ran away! Seize Iddin-Ištar, and make him pay\nthree minae of silver from his money, then send (them) to me\nand so I will vent my anger on him!\n36- 9Make available all the fabrics that you have deposited in my account, and send me all the money\nthat I have invested.\n","CCT 4, 2b",131,letter
